Date,Price
29/05/2024,2340.300049
30/05/2024,2342.899902
31/05/2024,2322.899902
03/06/2024,2346.600098
04/06/2024,2325.5
05/06/2024,2354.100098
06/06/2024,2370.300049
07/06/2024,2305.199951
10/06/2024,2307.699951
11/06/2024,2307.5
12/06/2024,2336
13/06/2024,2300.199951
14/06/2024,2331.399902
17/06/2024,2312.399902
18/06/2024,2330.399902
20/06/2024,2353.800049
21/06/2024,2316.399902
24/06/2024,2330
25/06/2024,2316.600098
26/06/2024,2299.199951
27/06/2024,2324.5
28/06/2024,2327.699951
01/07/2024,2327.600098
02/07/2024,2323
03/07/2024,2359.800049
05/07/2024,2388.5
08/07/2024,2355.199951
09/07/2024,2360.100098
10/07/2024,2372.199951
11/07/2024,2415
12/07/2024,2414
15/07/2024,2422.899902
16/07/2024,2462.399902
17/07/2024,2454.800049
18/07/2024,2451.800049
19/07/2024,2395.5
22/07/2024,2392
23/07/2024,2404.600098
24/07/2024,2413.300049
25/07/2024,2351.899902
26/07/2024,2380
29/07/2024,2377.300049
30/07/2024,2405
31/07/2024,2426.5
01/08/2024,2435
02/08/2024,2425.699951
05/08/2024,2401.699951
06/08/2024,2389.100098
07/08/2024,2390.5
08/08/2024,2422.199951
09/08/2024,2432.100098
12/08/2024,2462.399902
13/08/2024,2466.699951
14/08/2024,2439.399902
15/08/2024,2453.100098
16/08/2024,2498.600098
19/08/2024,2501.800049
20/08/2024,2511.300049
21/08/2024,2508.399902
22/08/2024,2478.899902
23/08/2024,2508.399902
26/08/2024,2517.699951
27/08/2024,2516
28/08/2024,2501
29/08/2024,2525.699951
30/08/2024,2493.800049
03/09/2024,2489.899902
04/09/2024,2493.399902
05/09/2024,2511.399902
06/09/2024,2493.5
09/09/2024,2501.800049
10/09/2024,2512.300049
11/09/2024,2512.100098
12/09/2024,2551.199951
13/09/2024,2581.300049
16/09/2024,2580.399902
17/09/2024,2564.300049
18/09/2024,2570.699951
19/09/2024,2588
20/09/2024,2619.899902
23/09/2024,2626.5
24/09/2024,2651.199951
25/09/2024,2659.199951
26/09/2024,2669.899902
27/09/2024,2644.300049
30/09/2024,2636.100098
01/10/2024,2667.300049
02/10/2024,2647.100098
03/10/2024,2657.100098
04/10/2024,2645.800049
07/10/2024,2644.800049
08/10/2024,2615
09/10/2024,2606
10/10/2024,2620.600098
11/10/2024,2657.600098
14/10/2024,2647.800049
15/10/2024,2661.399902
16/10/2024,2674
17/10/2024,2691
18/10/2024,2713.699951
21/10/2024,2723.100098
22/10/2024,2744.199951
23/10/2024,2714.399902
24/10/2024,2734.899902
25/10/2024,2740.899902
28/10/2024,2742.899902
29/10/2024,2768.399902
30/10/2024,2788.5
31/10/2024,2738.300049
01/11/2024,2738.600098
04/11/2024,2736.100098
05/11/2024,2740.300049
06/11/2024,2667.600098
07/11/2024,2698.399902
08/11/2024,2687.5
11/11/2024,2611.199951
12/11/2024,2600
13/11/2024,2580.800049
14/11/2024,2568.199951
15/11/2024,2565.699951
18/11/2024,2610.600098
19/11/2024,2627.100098
20/11/2024,2648.199951
21/11/2024,2672.100098
22/11/2024,2709.899902
25/11/2024,2616.800049
26/11/2024,2620.300049
27/11/2024,2639.899902
29/11/2024,2657
02/12/2024,2634.899902
03/12/2024,2644.699951
04/12/2024,2653.800049
05/12/2024,2626.600098
06/12/2024,2638.600098
09/12/2024,2664.899902
10/12/2024,2697.600098
11/12/2024,2733.800049
12/12/2024,2687.5
13/12/2024,2656
16/12/2024,2651.399902
17/12/2024,2644.399902
18/12/2024,2636.5
19/12/2024,2592.199951
20/12/2024,2628.699951
23/12/2024,2612.300049
24/12/2024,2620
26/12/2024,2638.800049
27/12/2024,2617.199951
30/12/2024,2606.100098
31/12/2024,2629.199951
