Date,fb,amzn,brk
22/12/2014,81.449997,306.540009,151.899994
23/12/2014,80.610001,306.290009,151.75
24/12/2014,80.769997,303.029999,151.539993
26/12/2014,80.779999,309.089996,151.350006
29/12/2014,80.019997,312.040009,152.050003
30/12/2014,79.220001,310.299988,152.089996
31/12/2014,78.019997,310.350006,150.149994
02/01/2015,78.449997,308.519989,149.169998
05/01/2015,77.190002,302.190002,147
06/01/2015,76.150002,295.290009,146.839996
07/01/2015,76.150002,298.420013,148.880005
08/01/2015,78.18,300.459991,151.369995
09/01/2015,77.739998,296.929993,149.470001
12/01/2015,76.720001,291.410004,148.279999
13/01/2015,76.449997,294.73999,148.630005
14/01/2015,76.279999,293.269989,147.820007
15/01/2015,74.050003,286.950012,147.580002
16/01/2015,75.18,290.73999,149.210007
20/01/2015,76.239998,289.440002,148.630005
21/01/2015,76.739998,297.25,147.179993
22/01/2015,77.650002,310.320007,150.149994
23/01/2015,77.830002,312.390015,149.119995
26/01/2015,77.5,309.660004,149.699997
27/01/2015,75.779999,306.75,147.649994
28/01/2015,76.239998,303.910004,144.779999
29/01/2015,78,311.779999,146.289993
30/01/2015,75.910004,354.529999,143.910004
02/02/2015,74.989998,364.470001,146.729996
03/02/2015,75.400002,363.549988,148.289993
04/02/2015,75.629997,364.75,147.529999
05/02/2015,75.610001,373.890015,149.669998
06/02/2015,74.470001,374.279999,150.179993
09/02/2015,74.440002,370.559998,149.130005
10/02/2015,75.190002,373,149.919998
11/02/2015,76.510002,375.140015,149.679993
12/02/2015,76.230003,377.170013,149.789993
13/02/2015,75.739998,381.829987,148.339996
17/02/2015,75.599998,375.429993,149.169998
18/02/2015,76.709999,373.369995,148.669998
19/02/2015,79.419998,379,147.479996
20/02/2015,79.900002,383.660004,148.720001
23/02/2015,78.839996,380.140015,147.369995
24/02/2015,78.449997,378.589996,148.949997
25/02/2015,79.559998,385.369995,148.779999
26/02/2015,80.410004,384.799988,148.339996
27/02/2015,78.970001,380.160004,147.410004
02/03/2015,79.75,385.660004,147.080002
03/03/2015,79.599998,384.609985,145.929993
04/03/2015,80.900002,382.720001,144.919998
05/03/2015,81.209999,387.829987,146.059998
06/03/2015,80.010002,380.089996,145.279999
09/03/2015,79.440002,378.559998,146.130005
10/03/2015,77.550003,369.51001,143.190002
11/03/2015,77.57,366.369995,143.440002
12/03/2015,78.93,374.23999,145.669998
13/03/2015,78.050003,370.579987,143.970001
16/03/2015,78.07,373.350006,145.979996
17/03/2015,79.360001,371.920013,144.75
18/03/2015,80.910004,375.140015,146
19/03/2015,82.75,373.23999,144.880005
20/03/2015,83.800003,378.48999,145.529999
23/03/2015,84.43,375.109985,145.559998
24/03/2015,85.309998,374.089996,144.289993
25/03/2015,82.919998,370.959991,143.559998
26/03/2015,83.010002,367.350006,143.029999
27/03/2015,83.300003,370.559998,143.889999
30/03/2015,83.199997,374.589996,145.979996
31/03/2015,82.220001,372.100006,144.320007
01/04/2015,81.669998,370.26001,143.449997
02/04/2015,81.559998,372.25,143.559998
06/04/2015,82.440002,377.040009,143.759995
07/04/2015,82.32,374.410004,143.059998
08/04/2015,82.279999,381.200012,143.279999
09/04/2015,82.169998,383.540009,143.649994
10/04/2015,82.040001,382.649994,143.5
13/04/2015,83.010002,382.359985,143.460007
14/04/2015,83.519997,385.109985,142.75
15/04/2015,82.709999,383.450012,142.710007
16/04/2015,82.309998,386.040009,142.100006
17/04/2015,80.779999,375.559998,140.699997
20/04/2015,83.089996,389.51001,142.089996
21/04/2015,83.620003,391.179993,141.139999
22/04/2015,84.629997,389.799988,141.990005
23/04/2015,82.410004,389.98999,142.429993
24/04/2015,81.529999,445.100006,142.089996
27/04/2015,81.910004,438.559998,141.089996
28/04/2015,80.68,429.309998,142.520004
29/04/2015,80.470001,429.369995,142.410004
30/04/2015,78.769997,421.779999,141.210007
01/05/2015,78.989998,422.869995,143.360001
04/05/2015,78.809998,423.040009,146.149994
05/05/2015,77.559998,421.190002,144.559998
06/05/2015,78.099998,419.100006,143.779999
07/05/2015,78.43,426.880005,145.309998
08/05/2015,78.510002,433.690002,148.309998
11/05/2015,78.010002,432.850006,146.169998
12/05/2015,77.459999,431.019989,144.789993
13/05/2015,78.440002,426.869995,144.259995
14/05/2015,81.370003,432.279999,145.779999
15/05/2015,80.419998,426,145.259995
18/05/2015,80.879997,425.23999,145.830002
19/05/2015,80.629997,421.709991,146.539993
20/05/2015,80.550003,423.859985,145.940002
21/05/2015,80.480003,431.630005,145.270004
22/05/2015,80.540001,427.630005,144.600006
26/05/2015,79.330002,425.470001,143.630005
27/05/2015,80.550003,431.420013,144.75
28/05/2015,80.150002,426.570007,144.740005
29/05/2015,79.190002,429.230011,143
01/06/2015,80.290001,430.920013,143.350006
02/06/2015,80.440002,430.98999,143.029999
03/06/2015,82.440002,436.589996,143.190002
04/06/2015,82.050003,430.779999,141.369995
05/06/2015,82.139999,426.950012,140.759995
08/06/2015,80.669998,423.5,139.520004
09/06/2015,80.669998,425.480011,139.630005
10/06/2015,82.160004,430.769989,140.860001
11/06/2015,81.830002,432.970001,141.360001
12/06/2015,81.529999,429.920013,140.289993
15/06/2015,80.709999,423.670013,139.399994
16/06/2015,81.059998,427.26001,139.710007
17/06/2015,81.790001,427.809998,139.970001
18/06/2015,82.910004,439.390015,142.669998
19/06/2015,82.510002,434.920013,140.960007
22/06/2015,84.739998,436.290009,141.529999
23/06/2015,87.879997,445.98999,141.330002
24/06/2015,88.860001,440.839996,140.089996
25/06/2015,87.980003,440.100006,139.449997
26/06/2015,88.010002,438.100006,139.779999
29/06/2015,85.800003,429.859985,136.509995
30/06/2015,85.769997,434.089996,136.110001
01/07/2015,86.910004,437.390015,137.520004
02/07/2015,87.290001,437.709991,137.389999
06/07/2015,87.550003,436.040009,136.889999
07/07/2015,87.220001,436.720001,138.440002
08/07/2015,85.650002,429.700012,136.899994
09/07/2015,85.879997,434.390015,138.25
10/07/2015,87.949997,443.51001,139.729996
13/07/2015,90.099998,455.570007,141.389999
14/07/2015,89.68,465.570007,141.119995
15/07/2015,89.760002,461.190002,142.610001
16/07/2015,90.849998,475.480011,143.919998
17/07/2015,94.970001,483.01001,143.880005
20/07/2015,97.910004,488.100006,144.509995
21/07/2015,98.389999,488,143.600006
22/07/2015,97.040001,488.269989,143.520004
23/07/2015,95.440002,482.179993,142.179993
24/07/2015,96.949997,529.419983,141.25
27/07/2015,94.169998,531.409973,140.720001
28/07/2015,95.290001,526.030029,143.220001
29/07/2015,96.989998,529,142.919998
30/07/2015,95.209999,536.76001,142.850006
31/07/2015,94.010002,536.150024,142.740005
03/08/2015,94.139999,535.030029,142.330002
04/08/2015,94.059998,531.900024,142.679993
05/08/2015,96.440002,537.01001,143.5
06/08/2015,95.120003,529.460022,143.350006
07/08/2015,94.300003,522.619995,143.550003
10/08/2015,94.150002,524,143.419998
11/08/2015,93.620003,527.460022,142.800003
12/08/2015,94.190002,525.909973,141.600006
13/08/2015,93.43,529.659973,141.949997
14/08/2015,94.419998,531.52002,142.570007
17/08/2015,93.93,535.219971,142.320007
18/08/2015,95.169998,535.02002,141.360001
19/08/2015,95.309998,532.919983,140.470001
20/08/2015,90.559998,515.780029,138.389999
21/08/2015,86.059998,494.470001,134.220001
24/08/2015,82.089996,463.369995,129.570007
25/08/2015,83,466.369995,127.739998
26/08/2015,87.190002,500.769989,132.610001
27/08/2015,89.730003,518.369995,136.229996
28/08/2015,91.010002,518.01001,135.740005
31/08/2015,89.43,512.890015,134.039993
01/09/2015,87.230003,496.540009,130.410004
02/09/2015,89.889999,510.549988,132.220001
03/09/2015,88.150002,504.720001,132.149994
04/09/2015,88.260002,499,129.639999
08/09/2015,89.529999,517.539978,132.899994
09/09/2015,90.440002,516.890015,130.589996
10/09/2015,91.980003,522.23999,130.660004
11/09/2015,92.050003,529.440002,131.369995
14/09/2015,92.309998,521.380005,130.899994
15/09/2015,92.900002,522.369995,132.259995
16/09/2015,93.449997,527.390015,132.580002
17/09/2015,94.339996,538.869995,131.470001
18/09/2015,94.400002,540.26001,129.100006
21/09/2015,95.550003,548.390015,130.979996
22/09/2015,92.959999,538.400024,129.300003
23/09/2015,93.970001,536.070007,129.160004
24/09/2015,94.410004,533.75,128.830002
25/09/2015,92.769997,524.25,129.639999
28/09/2015,89.209999,504.059998,128.619995
29/09/2015,86.669998,496.070007,128.809998
30/09/2015,89.900002,511.890015,130.399994
01/10/2015,90.949997,520.719971,129.880005
02/10/2015,92.07,532.539978,129.830002
05/10/2015,94.010002,543.679993,132.380005
06/10/2015,92.800003,537.47998,131.190002
07/10/2015,92.400002,541.940002,132.679993
08/10/2015,92.470001,533.159973,133.75
09/10/2015,93.239998,539.799988,133.029999
12/10/2015,94.260002,550.190002,133.399994
13/10/2015,94.120003,548.900024,132.190002
14/10/2015,94.07,544.830017,131.179993
15/10/2015,95.959999,562.440002,133.800003
16/10/2015,97.540001,570.76001,133.809998
19/10/2015,98.470001,573.150024,133.619995
20/10/2015,97,560.880005,134.160004
21/10/2015,97.110001,555.77002,133.220001
22/10/2015,99.669998,563.909973,137.289993
23/10/2015,102.190002,599.030029,137.779999
26/10/2015,103.769997,608.609985,137
27/10/2015,103.699997,611.01001,135.630005
28/10/2015,104.199997,617.099976,138.160004
29/10/2015,104.879997,626.549988,137.889999
30/10/2015,101.970001,625.900024,136.020004
02/11/2015,103.309998,628.349976,138.399994
03/11/2015,102.580002,625.309998,137.940002
04/11/2015,103.940002,640.950012,137.429993
05/11/2015,108.760002,655.650024,136.570007
06/11/2015,107.099998,659.369995,136.330002
09/11/2015,106.489998,655.48999,134
10/11/2015,107.910004,659.679993,134.729996
11/11/2015,109.010002,673.25,134.960007
12/11/2015,108.019997,665.599976,132.779999
13/11/2015,103.949997,642.349976,131.960007
16/11/2015,104.040001,647.809998,133.300003
17/11/2015,105.129997,643.299988,133.089996
18/11/2015,107.769997,663.539978,136.220001
19/11/2015,106.260002,661.27002,136.630005
20/11/2015,107.32,668.450012,136.630005
23/11/2015,106.949997,678.98999,135.990005
24/11/2015,105.739998,671.150024,135.539993
25/11/2015,105.410004,675.340027,135.130005
27/11/2015,105.449997,673.26001,134.630005
30/11/2015,104.239998,664.799988,134.089996
01/12/2015,107.120003,679.059998,136.429993
02/12/2015,106.07,676.01001,135.270004
03/12/2015,104.379997,666.25,132.660004
04/12/2015,106.18,672.640015,136.479996
07/12/2015,105.610001,669.830017,135.600006
08/12/2015,106.489998,677.330017,133.360001
09/12/2015,104.599998,664.789978,131.710007
10/12/2015,105.419998,662.320007,131.710007
11/12/2015,102.120003,640.150024,130.309998
14/12/2015,104.660004,657.909973,132.020004
15/12/2015,104.550003,658.640015,134.880005
16/12/2015,106.790001,675.77002,135.880005
17/12/2015,106.220001,670.650024,133.970001
18/12/2015,104.040001,664.140015,129.529999
21/12/2015,104.769997,664.51001,131.190002
22/12/2015,105.510002,663.150024,133.139999
23/12/2015,104.629997,663.700012,134.149994
24/12/2015,105.019997,662.789978,133.889999
28/12/2015,105.93,675.200012,133.119995
29/12/2015,107.260002,693.969971,134.139999
30/12/2015,106.220001,689.070007,133.259995
31/12/2015,104.660004,675.890015,132.039993
04/01/2016,102.220001,636.98999,130.75
05/01/2016,102.730003,633.789978,131.25
06/01/2016,102.970001,632.650024,131.330002
07/01/2016,97.919998,607.940002,129.479996
08/01/2016,97.330002,607.049988,128.330002
11/01/2016,97.510002,617.73999,128.360001
12/01/2016,99.370003,617.890015,128.800003
13/01/2016,95.440002,581.809998,126.25
14/01/2016,98.370003,593,128.070007
15/01/2016,94.970001,570.179993,126.139999
19/01/2016,95.260002,574.47998,127.760002
20/01/2016,94.349998,571.77002,124.830002
21/01/2016,94.160004,575.02002,125.620003
22/01/2016,97.940002,596.380005,127.040001
25/01/2016,97.010002,596.530029,124.129997
26/01/2016,97.339996,601.25,125.889999
27/01/2016,94.449997,583.349976,125.190002
28/01/2016,109.110001,635.349976,126.010002
29/01/2016,112.209999,587,129.770004
01/02/2016,115.089996,574.809998,128.660004
02/02/2016,114.610001,552.099976,125.699997
03/02/2016,112.690002,531.070007,126.239998
04/02/2016,110.489998,536.26001,127.440002
05/02/2016,104.07,502.130005,126.559998
08/02/2016,99.75,488.100006,126.779999
09/02/2016,99.540001,482.070007,127.720001
10/02/2016,101,490.480011,126.580002
11/02/2016,101.910004,503.820007,125.089996
12/02/2016,102.010002,507.079987,128.070007
16/02/2016,101.610001,521.099976,128.559998
17/02/2016,105.199997,534.099976,130.259995
18/02/2016,103.470001,525,130.860001
19/02/2016,104.57,534.900024,131.050003
22/02/2016,107.160004,559.5,131.990005
23/02/2016,105.459999,552.940002,130.740005
24/02/2016,106.879997,554.039978,131.029999
25/02/2016,108.07,555.150024,132.309998
26/02/2016,107.919998,555.22998,131.919998
29/02/2016,106.919998,552.52002,134.169998
01/03/2016,109.82,579.039978,136.940002
02/03/2016,109.949997,580.210022,136.729996
03/03/2016,109.580002,577.48999,136.839996
04/03/2016,108.389999,575.140015,137.970001
07/03/2016,105.730003,562.799988,138.720001
08/03/2016,105.93,560.26001,137.800003
09/03/2016,107.510002,559.469971,139.130005
10/03/2016,107.32,558.929993,138.619995
11/03/2016,109.410004,569.609985,140.649994
14/03/2016,109.889999,573.369995,139.720001
15/03/2016,110.669998,577.02002,140.399994
16/03/2016,112.18,574.27002,139.830002
17/03/2016,111.019997,559.440002,142.399994
18/03/2016,111.449997,552.080017,142.160004
21/03/2016,111.849998,553.97998,142.130005
22/03/2016,112.25,560.47998,142.179993
23/03/2016,112.540001,569.630005,140.960007
24/03/2016,113.050003,582.950012,140.110001
28/03/2016,113.690002,579.869995,141.289993
29/03/2016,116.139999,593.859985,141.899994
30/03/2016,114.699997,598.690002,142.460007
31/03/2016,114.099998,593.640015,141.880005
01/04/2016,116.059998,598.5,143.789993
04/04/2016,112.550003,593.190002,143.220001
05/04/2016,112.220001,586.140015,141.199997
06/04/2016,113.709999,602.080017,141.699997
07/04/2016,113.639999,591.429993,140.809998
08/04/2016,110.629997,594.599976,141.059998
11/04/2016,108.989998,595.929993,140.990005
12/04/2016,110.610001,603.169983,142.399994
13/04/2016,110.510002,614.820007,144.039993
14/04/2016,110.839996,620.75,143.720001
15/04/2016,109.639999,625.890015,143.449997
18/04/2016,110.449997,635.349976,144.380005
19/04/2016,112.290001,627.900024,145.949997
20/04/2016,112.419998,632.98999,146.089996
21/04/2016,113.440002,631,144.860001
22/04/2016,110.559998,620.5,146.110001
25/04/2016,110.099998,626.200012,146.179993
26/04/2016,108.760002,616.880005,147.020004
27/04/2016,108.889999,606.570007,147.600006
28/04/2016,116.730003,602,146.070007
29/04/2016,117.580002,659.590027,145.479996
02/05/2016,118.57,683.849976,146.889999
03/05/2016,117.43,671.320007,144.830002
04/05/2016,118.059998,670.900024,144.240005
05/05/2016,117.809998,659.090027,143.880005
06/05/2016,119.489998,673.950012,144.619995
09/05/2016,119.239998,679.75,142.910004
10/05/2016,120.5,703.070007,144.779999
11/05/2016,119.519997,713.22998,142.869995
12/05/2016,120.279999,717.929993,143.309998
13/05/2016,119.809998,709.919983,141.399994
16/05/2016,118.669998,710.659973,141.850006
17/05/2016,117.349998,695.27002,140.339996
18/05/2016,117.650002,697.450012,141.470001
19/05/2016,116.809998,698.52002,140.789993
20/05/2016,117.349998,702.799988,141.830002
23/05/2016,115.970001,696.75,141.479996
24/05/2016,117.699997,704.200012,143.710007
25/05/2016,117.889999,708.349976,144.080002
26/05/2016,119.470001,714.909973,143.050003
27/05/2016,119.379997,712.23999,143.350006
31/05/2016,118.809998,722.789978,140.539993
01/06/2016,118.779999,719.440002,141.990005
02/06/2016,118.93,728.23999,142.110001
03/06/2016,118.470001,725.539978,141.139999
06/06/2016,118.790001,726.72998,141.820007
07/06/2016,117.760002,723.73999,141.410004
08/06/2016,118.389999,726.640015,142.529999
09/06/2016,118.559998,727.650024,142.229996
10/06/2016,116.620003,717.909973,141.759995
13/06/2016,113.949997,715.23999,140.940002
14/06/2016,114.940002,719.299988,141.300003
15/06/2016,114.599998,714.26001,140.449997
16/06/2016,114.389999,717.51001,141.990005
17/06/2016,113.019997,706.390015,140.729996
20/06/2016,113.370003,714.01001,141.669998
21/06/2016,114.379997,715.820007,143.529999
22/06/2016,113.910004,710.599976,143.940002
23/06/2016,115.080002,722.080017,145.979996
24/06/2016,112.080002,698.960022,139.710007
27/06/2016,108.970001,691.359985,138.5
28/06/2016,112.699997,707.950012,140.279999
29/06/2016,114.160004,715.599976,142.119995
30/06/2016,114.279999,715.619995,144.789993
01/07/2016,114.190002,725.679993,143.960007
05/07/2016,114.199997,728.099976,142.229996
06/07/2016,116.699997,737.609985,142.509995
07/07/2016,115.849998,736.570007,141.910004
08/07/2016,117.239998,745.809998,143.649994
11/07/2016,117.870003,753.780029,143.929993
12/07/2016,117.93,748.210022,144.669998
13/07/2016,116.779999,742.630005,145.929993
14/07/2016,117.290001,741.200012,145.729996
15/07/2016,116.860001,735.440002,145.970001
18/07/2016,119.370003,736.070007,146.570007
19/07/2016,120.610001,739.950012,146.919998
20/07/2016,121.919998,745.719971,146.169998
21/07/2016,120.610001,744.429993,144.350006
22/07/2016,121,744.859985,144.600006
25/07/2016,121.629997,739.609985,144.139999
26/07/2016,121.220001,735.590027,144.339996
27/07/2016,123.339996,736.669983,144.190002
28/07/2016,125,752.609985,144.419998
29/07/2016,123.940002,758.809998,144.270004
01/08/2016,124.309998,767.73999,143.929993
02/08/2016,123.089996,760.580017,143.309998
03/08/2016,122.510002,754.640015,143.630005
04/08/2016,124.360001,760.77002,143.119995
05/08/2016,125.150002,765.97998,145.649994
08/08/2016,125.260002,766.559998,145.559998
09/08/2016,125.059998,768.309998,147.220001
10/08/2016,124.879997,768.559998,146.690002
11/08/2016,124.900002,771.23999,147.740005
12/08/2016,124.879997,772.559998,147.720001
15/08/2016,123.900002,768.48999,147.779999
16/08/2016,123.300003,764.039978,147.240005
17/08/2016,124.370003,764.630005,149.080002
18/08/2016,123.910004,764.460022,148.809998
19/08/2016,123.559998,757.309998,148.75
22/08/2016,124.150002,759.47998,148.449997
23/08/2016,124.370003,762.450012,148.770004
24/08/2016,123.480003,757.25,148.410004
25/08/2016,123.889999,759.219971,148.639999
26/08/2016,124.959999,769,147.910004
29/08/2016,126.540001,771.289978,149.300003
30/08/2016,125.839996,767.580017,150.229996
31/08/2016,126.120003,769.159973,150.490005
01/09/2016,126.169998,770.619995,150.350006
02/09/2016,126.510002,772.440002,150.720001
06/09/2016,129.729996,788.869995,150.429993
07/09/2016,131.050003,784.47998,149.580002
08/09/2016,130.270004,784.059998,149.779999
09/09/2016,127.099998,760.140015,146.619995
12/09/2016,128.690002,771.48999,148.970001
13/09/2016,127.209999,761.01001,146.229996
14/09/2016,127.769997,761.090027,145.779999
15/09/2016,128.350006,769.690002,146.660004
16/09/2016,129.070007,778.52002,145.009995
19/09/2016,128.649994,775.099976,145.240005
20/09/2016,128.639999,780.219971,144.919998
21/09/2016,129.940002,789.73999,146.460007
22/09/2016,130.080002,804.700012,146.529999
23/09/2016,127.959999,805.75,145
26/09/2016,127.309998,799.159973,144.179993
27/09/2016,128.690002,816.109985,145.339996
28/09/2016,129.229996,828.719971,145.279999
29/09/2016,128.089996,829.049988,143.589996
30/09/2016,128.270004,837.309998,144.470001
03/10/2016,128.770004,836.73999,143.759995
04/10/2016,128.190002,834.030029,143.169998
05/10/2016,128.470001,844.359985,144.149994
06/10/2016,128.740005,841.659973,143.869995
07/10/2016,128.990005,839.429993,144.520004
10/10/2016,130.240005,841.710022,145.199997
11/10/2016,128.880005,831,143.949997
12/10/2016,129.050003,834.090027,144.910004
13/10/2016,127.82,829.280029,143.220001
14/10/2016,127.879997,822.960022,144.179993
17/10/2016,127.540001,812.950012,143.800003
18/10/2016,128.570007,817.650024,144.300003
19/10/2016,130.110001,817.690002,144.860001
20/10/2016,130,810.320007,144.490005
21/10/2016,132.070007,818.98999,143.600006
24/10/2016,133.279999,838.090027,143.830002
25/10/2016,132.289993,835.179993,143.419998
26/10/2016,131.039993,822.590027,143.940002
27/10/2016,129.690002,818.359985,144.449997
28/10/2016,131.289993,776.320007,144
31/10/2016,130.990005,789.820007,144.300003
01/11/2016,129.5,785.409973,143.630005
02/11/2016,127.169998,765.559998,143.190002
03/11/2016,120,767.030029,143.639999
04/11/2016,120.75,755.049988,142.949997
07/11/2016,122.150002,784.929993,146.910004
08/11/2016,124.220001,787.75,147.789993
09/11/2016,123.18,771.880005,151.279999
10/11/2016,120.800003,742.380005,156.059998
11/11/2016,119.019997,739.01001,156.919998
14/11/2016,115.080002,719.070007,157.929993
15/11/2016,117.199997,743.23999,157.460007
16/11/2016,116.339996,746.48999,157.080002
17/11/2016,117.790001,756.400024,158.389999
18/11/2016,117.019997,760.159973,157.75
21/11/2016,121.769997,780,158.710007
22/11/2016,121.470001,785.330017,158.660004
23/11/2016,120.839996,780.119995,158.110001
25/11/2016,120.379997,780.369995,158.179993
28/11/2016,120.410004,766.77002,156.970001
29/11/2016,120.870003,762.52002,157.679993
30/11/2016,118.419998,750.570007,157.440002
01/12/2016,115.099998,743.650024,160.119995
02/12/2016,115.400002,740.340027,159.389999
05/12/2016,117.43,759.359985,160.210007
06/12/2016,117.309998,764.719971,161.339996
07/12/2016,117.949997,770.419983,164.690002
08/12/2016,118.910004,767.330017,164.110001
09/12/2016,119.68,768.659973,164.860001
12/12/2016,117.769997,760.119995,166.119995
13/12/2016,120.309998,774.340027,166.619995
14/12/2016,120.209999,768.820007,165.059998
15/12/2016,120.57,761,165.729996
16/12/2016,119.870003,757.77002,164.759995
19/12/2016,119.239998,766,165.350006
20/12/2016,119.089996,771.219971,166.360001
21/12/2016,119.040001,770.599976,165.949997
22/12/2016,117.400002,766.340027,166.029999
23/12/2016,117.269997,760.590027,165.320007
27/12/2016,118.010002,771.400024,164.949997
28/12/2016,116.919998,772.130005,163.75
29/12/2016,116.349998,765.150024,163.050003
30/12/2016,115.050003,749.869995,162.979996
03/01/2017,116.860001,753.669983,163.830002
04/01/2017,118.690002,757.179993,164.080002
05/01/2017,120.669998,780.450012,163.300003
06/01/2017,123.410004,795.98999,163.410004
09/01/2017,124.900002,796.919983,162.020004
10/01/2017,124.349998,795.900024,161.470001
11/01/2017,126.089996,799.02002,162.229996
12/01/2017,126.620003,813.640015,161.410004
13/01/2017,128.339996,817.140015,161.899994
17/01/2017,127.870003,809.719971,159.639999
18/01/2017,127.919998,807.47998,160.490005
19/01/2017,127.550003,809.039978,159.410004
20/01/2017,127.040001,808.330017,160.210007
23/01/2017,128.929993,817.880005,158.809998
24/01/2017,129.369995,822.440002,160.720001
25/01/2017,131.479996,836.52002,164.25
26/01/2017,132.779999,839.150024,164.919998
27/01/2017,132.179993,835.77002,164.399994
30/01/2017,130.979996,830.380005,164.800003
31/01/2017,130.320007,823.47998,164.139999
01/02/2017,133.229996,832.349976,163.610001
02/02/2017,130.839996,839.950012,163
03/02/2017,130.979996,810.200012,163.940002
06/02/2017,132.059998,807.640015,163.419998
07/02/2017,131.839996,812.5,162.929993
08/02/2017,134.199997,819.710022,162.869995
09/02/2017,134.139999,821.359985,164.039993
10/02/2017,134.190002,827.460022,164.009995
13/02/2017,134.050003,836.530029,165.850006
14/02/2017,133.850006,836.390015,166.949997
15/02/2017,133.440002,842.700012,167.279999
16/02/2017,133.839996,844.140015,167.740005
17/02/2017,133.529999,845.070007,168.570007
21/02/2017,133.720001,856.440002,168.919998
22/02/2017,136.119995,855.609985,169.610001
23/02/2017,135.360001,852.190002,170.149994
24/02/2017,135.440002,845.23999,170.220001
27/02/2017,136.410004,848.640015,170.630005
28/02/2017,135.539993,845.039978,171.419998
01/03/2017,137.419998,853.080017,177.279999
02/03/2017,136.759995,848.909973,175.889999
03/03/2017,137.169998,849.880005,175.679993
06/03/2017,137.419998,846.609985,175.399994
07/03/2017,137.300003,846.02002,175.300003
08/03/2017,137.720001,850.5,174.970001
09/03/2017,138.240005,853,175.369995
10/03/2017,138.789993,852.460022,174.979996
13/03/2017,139.600006,854.590027,175.389999
14/03/2017,139.320007,852.530029,174.729996
15/03/2017,139.720001,852.969971,174.669998
16/03/2017,139.990005,853.419983,174.080002
17/03/2017,139.839996,852.309998,172.820007
20/03/2017,139.940002,856.969971,172.070007
21/03/2017,138.509995,843.200012,169.470001
22/03/2017,139.589996,848.059998,169.300003
23/03/2017,139.529999,847.380005,169.889999
24/03/2017,140.339996,845.609985,168.660004
27/03/2017,140.320007,846.820007,167.440002
28/03/2017,141.759995,856,168.309998
29/03/2017,142.649994,874.320007,166.589996
30/03/2017,142.410004,876.340027,167.360001
31/03/2017,142.050003,886.539978,166.679993
03/04/2017,142.279999,891.51001,166.869995
04/04/2017,141.729996,906.830017,166.860001
05/04/2017,141.850006,909.280029,165.830002
06/04/2017,141.169998,898.280029,166.470001
07/04/2017,140.779999,894.880005,166.169998
10/04/2017,141.039993,907.039978,166.350006
11/04/2017,139.919998,902.359985,165.699997
12/04/2017,139.580002,896.22998,165.110001
13/04/2017,139.389999,884.669983,162.899994
17/04/2017,141.419998,901.98999,164.350006
18/04/2017,140.960007,903.780029,163.690002
19/04/2017,142.270004,899.200012,162.759995
20/04/2017,143.800003,902.059998,164.979996
21/04/2017,143.679993,898.530029,163.410004
24/04/2017,145.470001,907.409973,165.779999
25/04/2017,146.490005,907.619995,167.529999
26/04/2017,146.559998,909.289978,167.630005
27/04/2017,147.699997,918.380005,166.550003
28/04/2017,150.25,924.98999,165.210007
01/05/2017,152.460007,948.22998,165.440002
02/05/2017,152.779999,946.940002,166.050003
03/05/2017,151.800003,941.030029,166.729996
04/05/2017,150.850006,937.530029,166.339996
05/05/2017,150.240005,934.150024,166.550003
08/05/2017,151.059998,949.039978,165.020004
09/05/2017,150.479996,952.820007,163.460007
10/05/2017,150.289993,948.950012,163.720001
11/05/2017,150.039993,947.619995,163.270004
12/05/2017,150.330002,961.349976,163.320007
15/05/2017,150.190002,957.969971,163.800003
16/05/2017,149.779999,966.070007,163.610001
17/05/2017,144.850006,944.76001,161.259995
18/05/2017,147.660004,958.48999,161.619995
19/05/2017,148.059998,959.840027,163.240005
22/05/2017,148.240005,970.669983,165.130005
23/05/2017,148.070007,971.539978,165.479996
24/05/2017,150.039993,980.349976,164.929993
25/05/2017,151.960007,993.380005,165.300003
26/05/2017,152.130005,995.780029,165.690002
30/05/2017,152.380005,996.700012,165.110001
31/05/2017,151.460007,994.619995,165.279999
01/06/2017,151.529999,995.950012,166.660004
02/06/2017,153.610001,1006.72998,166.289993
05/06/2017,153.630005,1011.340027,166.520004
06/06/2017,152.809998,1003,166.130005
07/06/2017,153.119995,1010.070007,166.5
08/06/2017,154.710007,1010.27002,166.940002
09/06/2017,149.600006,978.309998,170
12/06/2017,148.440002,964.909973,170.5
13/06/2017,150.679993,980.789978,171.470001
14/06/2017,150.25,976.469971,171.449997
15/06/2017,149.800003,964.169983,170.550003
16/06/2017,150.639999,987.710022,170.479996
19/06/2017,152.869995,995.169983,171.550003
20/06/2017,152.25,992.590027,170.550003
21/06/2017,153.910004,1002.22998,169.619995
22/06/2017,153.399994,1001.299988,168.320007
23/06/2017,155.070007,1003.73999,167.220001
26/06/2017,153.589996,993.97998,167.490005
27/06/2017,150.580002,976.780029,167.350006
28/06/2017,153.240005,990.330017,169.889999
29/06/2017,151.039993,975.929993,169.300003
30/06/2017,150.979996,968,169.369995
03/07/2017,148.429993,953.659973,171.800003
05/07/2017,150.339996,971.400024,171.850006
06/07/2017,148.820007,965.140015,170.199997
07/07/2017,151.440002,978.76001,171.139999
10/07/2017,153.5,996.469971,170.25
11/07/2017,155.270004,994.130005,169.240005
12/07/2017,158.899994,1006.51001,169.919998
13/07/2017,159.259995,1000.630005,169.690002
