Date ,Asset1,Asset2,Asset3,Asset4,Asset5,Asset6,Asset7,Asset8,Asset9,Asset10,Asset11,Asset12,Asset13,Asset14,Asset15,Asset16,Asset17,Asset18,Asset19,Asset20,Asset21,Asset22,Asset23,Asset24,Asset25,Asset26,Asset27,Asset28,Asset29,Asset30,Asset31,Asset32,Asset33,Asset34,Asset35,Asset36,Asset37,Asset38,Asset39,Asset40,Asset41,Asset42,Asset43,Asset44,Asset45,Asset46,Asset47,Asset48,Asset49,Asset50,Asset51,Asset52,Asset53,Asset54,Asset55,Asset56,Asset57,Asset58,Asset59,Asset60,Asset61,Asset62,Asset63,Asset64,Asset65,Asset66,Asset67,Asset68,Asset69,Asset70,Asset71,Asset72,Asset73,Asset74,Asset75,Asset76,Asset77,Asset78,Asset79,Asset80,Asset81,Asset82,Asset83,Asset84,Asset85,Asset86,Asset87,Asset88,Asset89,Asset90,Asset91,Asset92,Asset93,Asset94,Asset95,Asset96,Asset97,Asset98,Asset99,Asset100
198108,12.06,13.89,15.37,16.28,17.18,15.74,18.19,17.13,17.88,16.35,54.17,55.1,51.62,51.36,56.11,53.89,56.61,53.66,54.38,55.2,91.77,90.4,90.23,91.4,91.12,90.16,89.02,92.68,89.46,93.61,141.95,144.94,139.07,142.62,145.96,143.55,145.04,142.45,143.56,136.67,203.31,211.44,212.44,229.11,212.27,215.11,208.05,222.89,215.83,203.25,296.75,324.29,340.33,319.92,325.66,300.39,330.97,321.49,310.81,305.2,492.03,460.38,472.72,487.65,459.89,523.46,509.26,477.67,471.13,441.99,757.21,791.72,780.78,740.87,736.49,762.01,759.63,844.48,835.88,727.32,1218.5,1221.21,1252.95,1261.76,1322.48,1240.66,1296.09,1211.06,1199.87,1381.23,3404.82,3874.56,2131,2837.76,5328.26,4893.29,4503.49,6673.57,3659.48,6166.69
198109,10.87,12.69,14.15,15.13,15.91,14.29,16.85,15.68,16.1,14.49,48.73,51.42,48.07,46.62,52.59,51.08,51.93,47.77,48.12,48.21,80.44,83.01,79.28,81.5,86.42,84.57,82.77,85.69,81.16,84.03,126.48,130.56,133.9,133.04,137.3,131.81,136.24,131.38,132.45,122.92,191.11,194.64,205.34,208.91,203.11,206.53,194.86,207.49,200.27,188.79,268.03,310.2,315.04,289.95,305.38,274.57,311.46,303.33,284.02,279.36,446.02,433.21,442.23,463.2,424.88,488.85,467.77,444.4,448.71,415.39,713.85,758.52,712.39,694.34,729.81,739.36,722.97,786.27,794.14,687.71,1182.76,1144.9,1148.52,1166.83,1240.44,1181.67,1231.01,1124.12,1113.35,1238.09,3032.4,3622.55,2012.46,2582.54,5085.5,4652.91,4228.63,6158.03,3465.79,5764.18
198110,9.5,11.61,12.72,13.63,14.6,13.05,15.36,14.27,14.35,12.73,43.74,46.44,44.97,41.95,48.82,47.23,47.87,42.55,43.25,43.26,70.31,77.42,72.61,74.34,79.62,75.36,74.9,79,75.01,74.74,110.07,126.29,119.84,125.52,131.14,122.65,126.77,121.2,130.01,113.48,161.92,175.4,191.89,201.8,185.49,191.28,178.13,193.13,189.15,175.47,252.28,286.15,288.97,275.92,291.11,271.65,296.03,280.02,266.06,259.96,398.63,410.85,406.79,431.95,396.37,449.79,434.52,419.99,416.75,389.48,636.12,717.49,668.1,653.63,666.04,682.77,679.92,728.93,712.97,642.49,1103.81,1064.29,1078.99,1111.08,1171.49,1133.48,1136.59,1055.13,1048.41,1130.59,3009.13,3517.03,1956.83,2501.8,5047.57,4319.7,4046.47,5790.31,3245.75,5258.45
198111,10.35,12.22,13.45,14.5,15.51,14.07,16.56,15.62,15.71,14.07,45.46,50.22,49.33,45.22,52.21,50.37,52.04,47.19,47.94,48.26,75.34,85.57,77.6,78.03,85.19,81.29,80.4,85.84,80.85,82.36,121.84,132.98,127.78,132.5,145.89,129.22,132.05,133.4,137.91,127.1,166.96,190.94,203.39,210.11,195.31,200.85,193.73,212,205.29,193.35,272.14,289.59,299.53,289.7,318.77,286.38,317.14,307.12,274.6,287.26,409.73,423.89,420.7,475.05,409.21,495.38,462.29,460.22,437.22,427.2,637.44,750.1,714.6,688.12,694.5,700.73,717.41,797.58,774.54,698.54,1130.2,1136.9,1121.62,1170.54,1210.02,1198.29,1225.02,1118.9,1161.84,1269.7,2865.42,3380.59,2096.91,2649.33,5246.25,4507.16,4304.48,6153.12,3521.84,5440.37
198112,10.13,12.15,13.7,14.45,15.71,14.42,16.93,16.1,16.19,14.36,47.4,50.37,51.73,46.18,53.3,51.88,52.31,48.79,49,48.65,73.75,86.8,77.78,81.83,90.47,86.29,85.28,87.35,83.76,85.26,122.04,142.77,128.91,139.42,152.64,132.65,138.71,139.02,141.89,131.37,164.41,197.14,203.44,220.35,202.4,209.33,197.55,218.79,217.53,193.71,285.47,301.32,304.96,301.79,325.18,286.16,316.88,311.78,275.12,291.1,438.99,437.92,454.04,486.61,432.47,506.18,483.92,475.26,449.06,440.59,681.72,800.56,733.88,719.99,756.17,709.68,749.15,818.45,798.38,715.1,1207.86,1216.43,1179.47,1196.22,1253.21,1194.32,1269.5,1105.66,1162.38,1260.17,2956.22,3542.76,2222.79,2801.91,5321.22,4679.02,4480.31,6456.79,3582.69,5736.04
198201,9.51,11.91,13.46,14.1,15.67,13.94,16.37,16.02,16.13,14.01,46.34,49.03,48.99,46.02,53.01,50.27,51.54,47.72,48.56,47.17,69.63,83.3,75.46,79.72,90.68,83.93,81.52,85.56,84.37,85.73,116.95,142.02,124.34,139.29,149.63,128.63,134.88,139.44,137.43,123.53,155.48,198.99,198.84,212.05,196.61,207.64,197.64,212.77,213.38,190.7,267.7,289.68,285.64,298.99,318.36,272.18,307.41,293.27,272.8,287.97,406.83,428.18,441.54,460.89,424.65,515.4,463.07,467.54,444.61,420.1,657.5,760.65,717.04,702.26,743.28,695.05,736.32,773.49,780.98,683.72,1160.73,1148.17,1144.65,1172.97,1261.89,1168.69,1255.36,1075.94,1122.65,1221.55,2904.77,3489.92,2092.33,2728.58,5203.18,4548.53,4297.08,6154.48,3428.95,5547.79
198202,9.25,11.84,13.56,14.02,15.56,13.88,16.18,15.57,15.92,13.38,44.65,48.03,47.63,44.84,52.32,48.53,50.24,44.31,47.55,45.9,68.31,79.01,74.42,77.59,90.87,80.36,78.45,82.57,81.22,81.34,107.16,135.49,121.38,138.85,145.73,120.66,127.03,130.86,130.91,120.55,147.58,184.67,186.81,204.64,192.29,199.92,184.66,201.05,199.13,178.06,253.94,282.45,289.96,285.24,315.28,269.13,290.55,279.5,256.7,278.29,381.05,424.28,430.98,443.82,385.06,486.26,418.04,431.41,422.96,410.03,629.28,755.71,684.41,682.33,745.27,665.53,725.85,727.56,752.73,653.24,1161.96,1137.84,1100.35,1143.31,1184.34,1170.43,1183.08,1037.95,1098.37,1191.37,3097.76,3449.44,2120.08,2718.31,5177.23,4303.02,4264.2,5988.72,3342.04,5534.81
198203,8.72,11.33,13.41,13.36,15.17,13.31,15.63,14.79,14.84,12.45,40.76,47.96,46.32,42.58,50.14,47.14,48.03,42.14,44.69,42.92,62.05,74.65,70.27,73.24,88.24,80.93,73.85,80.5,74.96,75.58,104.78,132.46,120.35,133.6,138.41,115.84,119.61,123.64,120.44,111.72,137.52,183.86,181.4,192.93,184.11,189.76,182.6,187.31,187.23,166.71,247.46,272.1,282.78,281.57,311.3,264.14,279.76,262.16,243.71,262.34,368.38,415.12,423.2,423.92,368.69,433.05,381.34,407.44,408.55,385.58,614.29,762.58,679.69,627.75,675.49,623.57,705.64,672.52,732.93,629.91,1163.36,1142.12,1073.07,1123.7,1120.13,1162.97,1102.4,936.37,1023.98,1048.43,3013.4,3366.41,2024.73,2625.24,4731.38,3985.82,3998.38,5467.6,3172.2,5183.44
198204,8.6,11.44,13.16,13.19,14.97,12.95,15.42,14.7,14.04,12.29,39.59,47.56,45.94,42.23,49.99,46.19,47.71,42.23,44.03,41.36,66.58,72.58,71.06,72.85,85.96,80.42,71.13,79.31,75.02,73.57,96.44,134.43,124.47,134.21,138.44,113.84,120.36,119.96,117.9,109.42,141.37,179.29,180.42,188.49,188.98,190.73,186.64,180.58,187.96,167.16,230.89,275.06,281.67,282.03,310.87,266.71,273.26,264.59,241.26,255.75,358.93,407.85,423.1,415.77,366,416.39,373.68,398.76,395.89,381.28,600.2,756.7,666.11,618.64,654.18,623.97,712.02,659.79,712.16,616.78,1167.23,1133.86,1065.62,1114.13,1084.19,1168.2,1089.87,931.17,990.99,1016.82,3220.94,3437.61,2022.24,2619.11,4782.83,3902.76,3925.72,5422.38,3218.54,4969.5
198205,8.84,11.96,13.49,13.55,15.73,13.52,16.63,15.48,14.62,13.14,41.18,49.03,47.77,43.01,51.92,48.29,50.89,44.99,48.29,45.29,74.25,76.3,76.3,74.14,88.96,86.27,74.34,83.28,80.24,76.55,103.24,142.75,128.32,142.26,147.09,123.46,121.83,125.12,125.3,118.97,144.26,187.87,187.27,196.88,196.7,197.38,201.02,190.18,202.22,177.23,241.38,285.63,291.82,303.64,329.68,283.66,284.36,278.08,256.37,268.22,377.14,423.8,434.75,443.46,379.19,435.88,390.82,405.76,409.77,399.65,598.87,797.63,692.95,644.44,680.8,667.22,754.32,698.97,739.11,671.87,1174.6,1190.22,1127.4,1162.98,1160.31,1230.63,1138.03,959.94,1053.66,1060.96,3343.61,3513.02,2078.73,2736.83,4737.87,3961.3,4124.11,5605.58,3376.4,5291.41
198206,8.6,11.83,13.08,13.27,15.49,13.08,16.5,15.21,14.58,12.87,40.77,47.89,47.48,41.56,51.74,46.73,50.27,44.12,46.38,44.53,72.35,71.71,72.33,73.2,85.74,84.23,69.58,81.8,76.67,75.58,96.99,144.33,108.91,135.15,140.91,119.45,119.93,119.92,119.02,112.87,141.84,177.26,180.78,191.48,182.77,193.1,194.22,183.81,201.63,169.7,223.62,273.97,288.63,286.29,299.32,279.15,280.64,279.21,240.86,257.43,359.48,405.89,418.89,423.63,358.22,407.82,365.76,395.62,391.84,375.76,588.64,764.63,656.56,627.55,644.69,644.56,723.57,673.98,687.45,621.32,1142.49,1113.12,1042.84,1058.39,1092.85,1195,1070,921.17,1005.95,1003.15,3207.25,3401.69,1925.07,2581.01,4540.34,3868.59,3952.19,5513.73,3243.45,5196.35
198207,8.53,10.57,12.5,12.68,13.98,14.26,14.56,13.03,15.07,13.05,44.59,44.22,45.04,44.43,44.74,43.72,46.97,45.06,43.86,44.15,68.86,72.08,71.26,71.28,71.52,74.26,73.85,73.19,69.24,71.03,110.37,118.38,111.86,111.83,118.67,116.6,112.25,117.89,117.38,112.49,172.33,172.9,167.54,185.42,171.62,187.02,174.27,171.51,173.27,173.33,260.96,261.28,273.34,266.03,256.93,257.27,267.13,260.51,261.34,258.72,360.76,404.21,382.08,401.14,389.65,400.19,385.93,406.99,406.01,376.57,573.39,618.29,608.36,588.77,609.12,663.08,609.69,661.18,669.85,624.5,1008.9,1083.12,1033.94,1034.69,1026.65,1044.55,1028.28,1024.34,1044.74,1005.03,4682.4,1915.87,2094.35,3133.25,6811.91,4212.2,3900.42,5812.6,3079.97,4875.04
198208,8.21,10.66,12.42,12.43,13.72,14.17,14.15,13.13,14.51,12.83,42.76,43.56,44.92,43.12,43.07,42.47,46.74,44.31,42.24,43.71,66.39,67.36,70.26,69.93,70.84,71.74,72.26,71.79,68.25,69.87,109.18,114.81,108.62,109.38,116.78,117.06,111.22,119.04,117.04,110.27,166.85,170.1,167.9,179.62,167.06,183.08,174.23,169.81,174.15,168.02,245.08,258.46,258.9,258.79,257.23,261.28,253.2,257.13,251.06,252.4,365.99,379.74,363.12,400.88,397.69,396.8,362.38,396.25,401.22,374.91,547.83,601.01,589.83,571.43,568.56,647.76,568.38,665.21,648.24,589.2,1005.74,1033.67,983.76,1000.78,985.09,977.07,994.77,975.18,991.51,1030.98,4564.53,1850.49,2065.99,3092.48,6719.86,4009.23,3881.89,5560.39,2973.54,4933.25
198209,8.6,10.94,12.94,12.91,14.25,15.07,14.97,13.9,15.35,13.27,45.87,46.97,48.6,45.8,46.36,45.75,48.97,46.43,46.2,45.75,71.1,70.76,71.36,74.36,75.73,78.6,76.05,77.79,71.65,74.46,118.96,129.01,119.89,118.71,117.93,127.77,122.67,129.13,128.94,117.47,189.86,178.44,191.75,199.77,186.19,203.13,185.71,188.05,191.1,188.13,275.25,280.72,286.33,283.76,282.48,291.05,289.8,278.78,269.79,276.26,429.91,419.35,400.51,440.87,431.84,453.56,410.41,424.2,439.52,417.71,617.04,700.94,671.26,631.18,647.82,719.71,644.8,753.58,696,645.73,1139.37,1170.97,1183.06,1117.09,1104.49,1078.78,1085.09,1102.82,1069.71,1117.07,5461.34,2091.33,2371.5,3623.61,7383.94,4410.21,4317.57,6196.89,3264.41,5354.56
198210,8.77,11.18,13.56,13.45,15.14,15.59,15.31,14.65,15.91,13.4,47.88,47.16,49.79,47.37,47.63,48.02,51.21,48.71,48.82,47.34,73.08,70.37,73.27,77.99,77.35,81.86,80.53,82.33,73.99,75.56,121.88,133.97,121.94,117.83,120.72,132.52,127.84,134.14,138.52,121.71,190.24,183.15,197.34,207.14,194.42,216.94,198.25,196.36,201.98,195.94,271.91,282.68,285.24,299.28,281.94,303.13,295.27,289.48,279.21,296.41,446.05,434.74,416.71,465.65,428.46,476.66,407.08,440.97,435.96,426.55,649.78,684.19,710.08,646.6,655.1,768.83,647.59,791.09,713.16,666.55,1131.87,1167.44,1202.31,1113.07,1100.73,1103.66,1111.54,1126.66,1107.37,1120.41,5294.65,2036.45,2350.63,3571.12,7443.12,4400.83,4337.85,6322.22,3319.13,5514.9
198211,9.86,12.51,15.21,15.01,16.86,17.54,17.62,17.08,18.75,16.08,54.83,54.67,55.92,52.85,54.54,54.56,56.91,54.21,59.11,57.66,84.39,82.97,81.17,89.6,87.08,93.05,91.77,90.46,84.55,89.96,142.48,155.37,133.37,130.61,132.24,149.91,145.24,155.55,155.67,136.2,228.83,203.59,224.36,232.72,218.08,240.8,223.3,221.63,232.88,225.42,305.68,318.37,318.36,330.51,342.8,351.4,326.4,332.19,305.12,344.36,537.11,493.47,453.43,560.69,479.8,546.95,468.26,508.11,505.64,500.57,725.01,806.59,770.73,714.12,735.07,862.31,712.92,901.78,821.02,763.57,1259.21,1237.9,1327.59,1259.26,1220.69,1198.59,1207.65,1298.81,1250.57,1282.86,6724.64,2219.91,2597.63,4024.94,7904.43,4891.5,4879.53,6675.56,3706,6111.3
198212,11,14.29,17.04,16.65,18.61,19.41,19.61,19.06,20.67,18.16,56.96,59.46,61.05,58.65,56.7,58.79,60.62,57.28,64.44,63.41,97.41,87.32,83.73,93.2,93.63,99.35,100.92,95.7,90.11,98.93,162.34,177.61,142.4,134.4,140.64,163.66,158.88,167.78,171.68,146.19,259.53,215.13,244.1,243.41,239.27,259.06,237.21,231.61,254.81,250.09,316.8,341.24,334.9,366.48,371.9,376.1,357.65,349.17,311.06,386.29,577.09,510.43,493.97,592.12,493.28,599.73,515.42,549.65,547.45,535.64,789.76,861.37,818.18,723.16,753.31,890.74,766.35,969.23,868.25,792.69,1251.84,1293.58,1371.28,1279.44,1275.87,1231.27,1233.78,1450.61,1293.22,1386.03,7288.06,2287.19,2725.97,4231.94,8043.06,4974.86,5071.43,6566.81,3760.84,6460.78
198301,11.3,14.17,17.36,17.09,19.56,20.08,20.44,19.13,20.85,18.72,58.75,63.55,60.77,59.27,58.07,60.12,60.19,58.03,64.49,63.28,99.05,86.96,85.98,93.12,94.26,101.41,101.83,98.41,92.82,98.79,161.84,175.25,145.05,137.45,139.3,165.8,154.7,161.53,172.98,147.17,259.87,211.09,244.99,242.47,238.06,251.69,235.57,228.58,262.44,251.9,318.18,345.08,342.56,366.1,373.3,369.19,358.92,355.31,307.62,389.72,615.41,513.15,489.8,592.33,492.91,602.24,507.45,543.52,543.23,536.99,828.62,891.48,793.95,737.19,779.54,891.04,773.91,953.94,843.96,802.21,1332.77,1308.08,1396.8,1271.68,1282.71,1281.59,1249.19,1388.1,1308.39,1374.75,7364.45,2263.71,2748.52,4224.3,7989.7,4893.35,5136.94,6644.92,3815.87,6847.1
198302,13.02,15.87,18.84,18.5,21.47,22.03,23.12,21.02,23.09,21.23,63.37,66.44,66.18,63.21,63.94,63.48,66.36,61.3,69.93,68.71,108.48,94.81,92.5,98.03,98.02,107.03,107.82,99.25,102.09,104.33,175.2,187.54,152.89,148.49,152.64,171.93,164.37,168.26,186.16,157.08,274.11,218.04,267.31,258.64,260.19,264.77,244.56,235.05,265.74,266.36,343.11,363.36,362.21,368.33,384.85,375.22,388.61,357.39,321.9,399.9,615.38,516.19,489.2,604.24,520.29,606.71,550.02,559.38,559.92,548.85,858.9,905.54,793.3,752.18,795.8,937.36,803.49,1002.54,930.85,812.81,1406.68,1382.21,1438.93,1302.83,1340.2,1269.41,1243.13,1417.19,1285.29,1420.49,7142.6,2333.45,2819.04,4436.13,8808.67,4981.5,5280.23,6812.25,3890.94,7031.23
198303,13.76,16.82,19.83,20.26,22.63,23.48,24.56,22.64,23.98,21.92,66.78,70.98,67.39,67.11,67.36,67.87,70.79,63.93,74.96,73.94,114.26,99.67,97.8,102.74,105.25,111.66,116.01,104.66,109.67,110.92,184.82,200.7,160,153.68,160.15,173.32,172.46,181.8,196.12,162.71,287.23,211.92,277.29,269.86,268.18,276.4,260.86,241.06,288.72,285.2,361.97,371.24,367.8,371.96,410.3,403.68,396.76,371.56,342.89,412.3,607.41,540.29,505.61,629.84,548.18,640.86,574.68,595.22,578.31,594.27,885.91,910.05,837.68,767.56,808.91,971.22,849.45,1018.57,935.34,834.58,1390.68,1454.1,1416.21,1320.75,1391.35,1309.29,1266.36,1495.51,1283.21,1477.17,7477.02,2468.78,2993.77,4506.23,8739.67,5037.9,5319.82,6891.59,3998.26,7126
198304,14.53,17.87,21.11,22.03,24.04,24.62,26.43,24.06,24.69,22.37,67.76,76.42,69.1,69.94,70.71,70.43,74.54,69.48,78.98,74.09,115.5,103.23,99.84,107.8,109.62,119.92,122.65,108.47,113.89,116.47,193.77,207.2,161.91,158.02,163.98,185.21,174.58,188.36,205.41,171.42,307.5,222.11,284.68,290.41,278.68,287.42,268.63,245.21,309.14,294.67,384.02,403.59,386.16,395.08,427.68,410.83,399.3,389.62,349.06,424.95,640.25,577.75,519.51,646.06,577.74,656.23,574.11,607.67,585.94,623.95,911.54,940.97,879.4,803.44,841.07,1001.55,920.19,1031.85,940.08,835.02,1512.42,1427.93,1450.42,1385.12,1445.18,1295.15,1340.6,1561.79,1345.66,1572.81,8312.95,2508.68,3062.71,4540.61,8856.62,5325.19,5406.18,7008.63,4221.93,7357.61
198305,15.85,19.16,23.08,23.66,26.41,26.56,28.81,25.29,26.97,24.2,74.84,81.73,76.38,73.57,74.42,75.95,80.38,74.35,86.26,78.25,122.21,110.68,106.51,116.91,116.84,126.76,133.42,118.46,122.19,127.97,212.68,231.15,166.82,166.33,170.06,197.35,192.51,203.79,224.81,188.91,346.3,237.26,297.89,287.18,297.08,309.58,289.69,264.56,324.06,320.57,401.78,429.47,434.72,408.02,464.94,433.84,430.2,412.54,370.37,448.27,687.21,620.23,544.51,669.68,591.79,698.55,627.7,632.35,622.57,683.16,973.51,990.29,920.61,843.13,896.38,1081.96,940.35,1039.42,1052.09,896.61,1597.01,1515.17,1552.38,1485.71,1497.51,1383.84,1391.78,1705.35,1412.46,1709.27,10071.43,2625.78,3344.04,4882.56,9428.8,5902.22,5756.34,7495.91,4421.78,8039.57
198306,18.04,21.89,25.45,26.05,29.16,29.46,31.8,27.08,29.87,26.75,82.08,89.58,82.5,81.58,81.15,82.01,85.58,79.89,93.42,87.24,134.23,120.12,117.26,121.84,126.69,135.85,136.37,122.04,129.29,132.84,228.72,249.11,173.98,182.11,177.15,200.5,192.96,212.62,237.88,196.59,355.19,254.99,320.92,289.52,312.95,320.81,293.78,273.6,334.54,335.43,405.58,437.85,448.8,414.95,455.47,465.15,445.85,422.98,395.69,458.83,695.68,641.8,577.11,668.9,617.19,720.16,666.04,646.48,655.59,688.65,1000.17,1000.62,918.56,856.12,920.46,1102.59,948.71,1082.69,1125.11,946.24,1617.18,1550.79,1567.53,1504.29,1523.54,1450.36,1386.67,1705.7,1421.27,1789.16,9267.16,2643.29,3365.41,4748.98,9028.64,5853.71,5478.28,7310.53,4412.9,7777.75
198307,15.84,22.71,25.7,23.57,25.64,27.34,27.61,28.39,29.04,24.26,82.75,81.07,85.42,83.89,82.95,83.92,84.26,84.79,86.23,83.81,134.42,138.45,133.09,135.61,143.76,136.08,139.81,137.68,136.66,138.37,210.36,215.95,206.16,208.1,207.73,204.01,212.52,207.76,205.93,218.7,303.88,303.09,316.11,314.61,299.48,292.03,307.95,306.69,312.38,306.53,472.68,461.99,448.73,450.45,452.3,437.82,442.13,446.73,450.62,442.55,682.87,677.54,671.76,682.67,693.4,680.18,714.56,672.31,686.35,681.12,1029.5,982.65,987.64,1008.5,1079.18,1003.12,1006.36,1015.86,1009.57,1010.78,1559.02,1657.42,1594.51,1760.98,1608.74,1635.39,1725.02,1704.95,1670.26,1577.77,3373.96,3219.93,4930.5,4643.76,10287.76,5492.64,7729.59,5335.11,4980.79,7293.81
198308,15.26,21.9,25.47,23.04,25.22,26.76,26.96,27.39,27.99,23.32,79.95,80.04,82.01,81.58,84.51,82.34,82.37,82.37,84.37,82.74,123.79,131.69,131.93,133.83,142.24,136.55,135.38,134.24,138.46,133.02,198.22,193.29,208.63,196.64,198.69,195.98,208.82,205.35,200.14,207.69,282.54,287.3,307.81,306.69,302.39,285.47,311.03,293.08,308.46,298.58,428.56,450.88,440.05,456.87,440.55,431.52,444.62,419.96,434.89,421.06,659.65,646.3,659.36,645.9,666.94,651.22,696.76,650.71,669.8,655.67,998.74,948.75,978.47,999.49,1060.26,975.16,971.91,972.31,962.3,947.07,1544.46,1630.97,1453.29,1701.43,1586.96,1547.91,1667.88,1712.06,1574.8,1558.19,3242.77,3086.5,4932.84,4542.45,9893.02,5419.28,7334.19,5066.17,4753.38,7007.98
198309,14.13,20.68,24.67,22.76,24.33,25.35,26.25,26.38,27.01,22.34,78.1,77.27,77.85,81.25,81.28,80.08,80.44,80.7,81.03,80.74,115.27,127.35,128.47,126.1,136.72,134.27,134.23,132.06,130.73,125.08,186.1,185.12,201.32,201.46,191.19,184.28,209.59,202.91,189.79,201.67,273.71,277.02,308.97,288.13,273.13,279.41,305.86,287.16,298.4,288.08,430.59,443.54,430.91,441.47,436.57,425.45,422.31,411.09,417.29,394.86,673.65,631.33,657.63,648.18,654.88,657.51,679.05,631.79,642.84,650.06,1045.38,949.62,982.3,1006,1081.19,961.41,989.17,939.21,986.19,934.29,1561.16,1621.21,1423.38,1709.52,1590.7,1543.94,1631.39,1694.07,1571.25,1532.28,3155.47,3237.14,4852.7,4710.17,10269.65,5468.64,7411.36,5184.18,4861.71,6968.68
198310,13.51,20.88,24.25,22.97,24.25,25.51,26.31,26.28,26.75,22.04,75.48,75.45,78.24,80.1,83.79,80.67,81.89,83.1,84.35,81.45,110.92,127.4,130.88,127.93,141.24,140.29,139.95,140.48,136.17,127.52,186.41,187.32,208.11,212.28,195.91,189.4,217.75,207.85,200.24,198.35,270.07,265.78,328.12,311.58,295.64,290.28,317.74,293.49,301.85,292.65,418.46,460.75,458.36,456.51,450.63,445.87,439.15,423.81,434.51,408.45,665.28,658.19,705.38,668.35,672.55,694.04,706.69,641.57,666.02,666.27,1025.23,952.8,1010.5,1044.63,1103.88,953.11,1014.9,959.92,973.59,939.56,1545.14,1648.06,1424.81,1790.91,1616.88,1548.35,1697.62,1745,1592.16,1577.96,3381.7,3273.92,4903.08,4681.47,10348.27,5451.23,7427.73,5191.07,4896.91,7113.28
198311,12.45,19.69,22.52,21.74,23.13,24.74,24.97,24.37,24.79,20.36,69.06,68.86,73.81,76.77,79.31,77.88,78.58,77,75.86,75.9,99.63,118.68,124.96,121.06,127.01,135.46,134.2,133.57,133.9,115.7,170.07,169.63,202.1,200.97,189.64,178.94,212.44,193.31,188.04,177.18,248.24,252.69,332.23,299.47,276.14,278.47,304.74,279.3,283.3,271.17,410.9,439.52,426.88,451.24,435.79,426.93,426.85,397,413.88,375.67,629.66,651.1,684.02,625.67,637.56,671.13,710.36,636.81,630.26,611.84,970.32,944.21,1026.6,1047.31,1081.92,911.39,992.01,914.83,912.84,861.12,1478.1,1635.66,1454.15,1823.92,1562.88,1432.09,1651.43,1702.88,1546.89,1470.42,3056.55,3223.33,4932.22,4626.4,10039.16,5535.8,7258.39,5086.59,4962.2,7036.91
198312,12.65,20.18,23.28,22.45,23.97,25.6,26.24,26.01,25.96,21.2,70.87,72.48,71.48,82.59,81.84,82.42,82.93,80.17,79.82,79.35,99.23,124.99,128.23,124.73,135.53,142.51,139.73,137.75,138.82,121.62,173.68,185.81,220.58,210.78,200.96,188.49,216.66,205.68,199.59,190.35,262.25,266.74,341.16,314.86,283.19,294.1,319.96,295.57,291.99,274.09,444.67,457.61,462.9,467.35,449.38,456.11,442.78,417.82,433.66,386.42,700.85,692.59,711.3,652.83,664.15,680.55,723.62,671.51,633.64,635.78,1085.09,987.51,1046.27,1073.97,1135.07,957.56,1015.4,930.06,976.8,895.76,1546.31,1573.16,1468.04,1832.18,1561.21,1467.99,1674.31,1735.19,1563.05,1563.64,3425.98,3393.49,5185.55,4580.45,10042.33,5545.19,7457.56,5254.06,4994.46,6899.27
198401,12.25,19.85,22.88,22.24,23.08,24.86,25.56,25.32,25.76,20.42,69.41,70.97,72.41,81.49,81.14,82,83.99,78.37,77.02,76.78,98.52,123.95,127.3,121.32,134.46,139.39,138.41,137,139.59,119.36,167.7,178.23,220.56,205.08,200.92,184.53,209.05,200.55,198.78,184.64,256.76,257.83,339.56,303.65,284.36,282.18,318.18,291.11,288.58,266.08,443.92,454.36,455.15,466.25,446.82,445.88,444.35,415.27,414.9,364.39,682.38,683.09,701.24,617.16,639.02,689.88,697.61,663.11,612.56,625.06,1077.33,962.51,989.15,1050.38,1122.19,932.32,977,926.2,955.16,870.53,1476.42,1466.48,1413.16,1817.66,1524.13,1450.22,1623.02,1711.02,1534.27,1558.23,3517.79,3256.98,5055.69,4485.4,9922.09,5501.19,7334,5292.55,4993.77,7061.89
198402,12.63,20.21,22.75,22.28,23.39,25.04,25.29,25.2,25.73,20.44,68.26,69.51,71.38,80.3,80.1,80.4,82.83,77.36,76.88,74.89,101.97,116.99,126.5,119.64,128.42,139.71,138.43,133.8,132.85,113.26,167.15,179.6,219.07,196.31,196.44,181.39,210.58,199.58,196.24,175.77,256.01,256.15,328.19,278.65,262.58,268.42,307.04,282.35,272.52,265.4,430.42,437.2,431.88,456.11,417.71,429.02,415.91,393.37,403.25,349.84,659.81,660.33,689.95,601.39,605.63,658.5,692.5,632.99,583.13,585.03,1057.46,960.26,986.11,999.14,1102.62,903.56,934.92,882.14,909.75,818.61,1460.31,1461.24,1361.15,1773.25,1488.24,1436.34,1615.51,1684.81,1534.22,1529.12,3511.3,3079.26,4870.44,4631.03,10334.46,5553.58,7480.98,5211.43,4918.57,6690.01
