Date ,Asset1,Asset2,Asset3,Asset4,Asset5,Asset6,Asset7,Asset8,Asset9,Asset10,Asset11,Asset12,Asset13,Asset14,Asset15,Asset16,Asset17,Asset18,Asset19,Asset20,Asset21,Asset22,Asset23,Asset24,Asset25,Asset26,Asset27,Asset28,Asset29,Asset30,Asset31,Asset32,Asset33,Asset34,Asset35,Asset36,Asset37,Asset38,Asset39,Asset40,Asset41,Asset42,Asset43,Asset44,Asset45,Asset46,Asset47,Asset48,Asset49,Asset50,Asset51,Asset52,Asset53,Asset54,Asset55,Asset56,Asset57,Asset58,Asset59,Asset60,Asset61,Asset62,Asset63,Asset64,Asset65,Asset66,Asset67,Asset68,Asset69,Asset70,Asset71,Asset72,Asset73,Asset74,Asset75,Asset76,Asset77,Asset78,Asset79,Asset80,Asset81,Asset82,Asset83,Asset84,Asset85,Asset86,Asset87,Asset88,Asset89,Asset90,Asset91,Asset92,Asset93,Asset94,Asset95,Asset96,Asset97,Asset98,Asset99,Asset100
198812,11.52,15.22,16.99,19.37,18.99,21.47,22.76,22.96,19.69,20.9,63.42,64.48,71.29,70.13,72.07,69.44,76.37,70.44,70.96,62.74,115.95,120.89,118.83,119.42,119.68,121.56,122.74,129.43,127.49,122.71,203.4,210.43,201.74,188.14,199.34,194.83,192.06,201.27,193.55,181.17,342.53,336.37,313.62,347.13,350.07,361.36,340.62,346.13,319.9,317.41,483.55,555.19,545.09,549.12,521.59,555.72,559.05,527.31,566.15,538.25,853.44,965.16,912.67,993.4,865.2,926.42,952.58,900.86,856.15,868.44,1588.07,1515.05,1426.22,1394.86,1381.23,1531.26,1679.36,1483.7,1524.26,1512.07,3581.67,2519.66,2557.65,3018.67,2590.66,2828.92,2649.31,2812.27,2648.09,2388.89,5390.9,6742.36,7186.89,6404.98,12460.53,11246.92,11270.94,9584.02,10065.21,8171.19
198901,11.71,15.75,17.81,19.96,19.77,22.33,23.35,23.84,20.41,21.3,65.54,67.84,74.43,73.8,72.61,70.99,79.39,72.79,73.01,63.05,120.68,127.19,123.29,121.24,124.53,128.59,130.26,136.53,132.63,133.34,209.6,212.28,208.57,195.81,200.17,202.47,193.8,214.77,196.32,190.64,367.07,342.54,334.59,355.41,340.89,360.8,354.67,353.28,330.65,331.79,502.27,557.85,557.25,572.63,528.13,569.14,588.34,542.43,574.58,560.03,915.44,989.47,913.37,1024.19,877.22,942.15,967.52,934.69,872.08,861.25,1715.31,1465.25,1449.36,1429.37,1383.71,1535.56,1692.36,1510.13,1595.03,1578.88,3527.75,2491.15,2581.99,3087.43,2602,2913.51,2597.01,2690.45,2748.12,2487.13,5390.9,6667.92,7248.66,6476.38,12613.95,11556.04,11432.09,9678.82,10136.71,8431.51
198902,12.53,16.66,18.56,20.88,21.37,23.57,24.69,24.67,21.51,22.54,70.18,68.87,77.42,76.69,76.02,73.22,82.46,75.53,75.37,67.03,127.38,133.36,129,125.07,132.62,135.11,134.78,144.17,140.63,135.95,226.22,226.24,219.62,198.43,205.1,210.94,202.44,222.26,201.87,199.18,408.39,353.76,340.15,369.19,353.04,372.67,371.69,364.11,338.91,327.14,563.19,595.3,592.69,592.26,545.08,587.55,627.07,569.55,605.6,591.62,1075.14,1043.54,961.41,1088.8,920.44,992.26,994.74,968.71,927.56,915.37,1873.36,1509.47,1569.99,1463.8,1479.81,1633.6,1848.04,1589.28,1669.87,1631.53,3515.67,2718.64,2722.47,3224.47,2765.56,3120.22,2816.99,2916.62,2834.89,2704.98,5648.97,7239.85,7632.38,6888.64,13466.84,12341.7,12070.71,10574.7,10882.1,8919.92
198903,12.6,16.67,18.79,21.12,21.18,23.22,24.83,24.93,21.4,23.16,70.41,70.14,78.93,75.65,76,71.76,83.67,76.08,75.16,67.39,127.74,133.43,134.12,123.76,138.02,134.23,138.37,147.54,138.6,132.2,229.3,226.62,221.37,199.62,207.49,212.79,204.8,224.84,200.81,204.26,414.19,358.43,339.88,374.73,349.77,376.27,383.63,351.6,334.45,323.13,556.53,588.97,598.44,586.72,538.06,590.35,636.12,578.11,612.45,582.91,1094.18,1016.25,968.13,1091.47,890.59,985.16,992.54,956.86,939.92,919.45,1939.11,1492.47,1561.85,1436.42,1469.92,1622.49,1785.37,1634.1,1659.86,1626.05,3464.09,2686.05,2725.69,3157.26,2625.76,3031.02,2806.5,2869.08,2754.39,2628.14,5419.57,6957.52,7499.86,6637.52,12864.97,11795.31,11725.49,10177.1,10534.2,8741.6
198904,12.87,17.13,19.24,21.58,21.67,23.85,25.24,25.87,21.67,23.69,73.35,72.17,81.52,73.86,79.36,73.9,88.16,77.25,76.97,68.84,134.67,135.26,138.6,124.39,143.43,137.53,141.24,150.87,140.02,134.68,245.02,232.41,223.49,213.24,213.94,211.84,203.85,232.62,203.72,207.63,435.57,362.85,348.06,387.89,367.01,379.81,383.73,362.8,344.25,337.94,554.89,600.6,591.59,587.09,534.94,593.61,654.37,582.74,617.55,597.12,1109.28,1038.76,982.62,1100.93,883.07,1004.38,1008.77,975.1,938.23,899.67,2072.17,1469.86,1597.73,1379.64,1501.85,1634.55,1809.73,1652.08,1717.71,1693.6,3700.7,2788.37,2678.78,3301.41,2706.52,3114.95,2855.12,2936.81,2817.39,2651.38,5677.65,7219.22,7768.7,6871.85,12979.25,11426.94,12102.83,10521.46,10859.45,9089.85
198905,13.23,17.71,19.32,21.62,22.71,25.09,26.27,27.4,23.02,24.57,75.03,75.74,82.33,73.67,82.43,73.79,92.88,79.38,78.17,71.68,139.79,141.54,145.54,126.83,149.63,143.6,147.79,157.57,148.67,140.67,263.77,241.87,229.93,228.65,223.8,224.83,212.71,229.69,213.68,217.87,455.12,376.43,367.14,401.56,378.81,407.84,407.45,380.28,365.28,365.42,600.31,623.77,612.42,620.07,546.17,598.97,689.05,629.63,634.4,635.97,1210.29,1093.51,1049.21,1145.6,907.75,1063.83,1084.14,1019,1009.36,964.66,2209.95,1518.75,1631.93,1439.84,1605.53,1718.66,1927.42,1726.72,1732.7,1853.86,3855.1,2804.95,2770.2,3486.65,2847.29,3285.72,3002.99,3096.58,2996.75,2723.57,7197.42,7749.9,8136.18,7147.41,13182.94,12081.73,12832.43,11276.74,10763.93,9523.99
198906,13.8,18.05,20.19,22.09,23.58,25.86,27.22,27.84,23.71,25.99,77.68,77.95,85.67,73.94,83.34,74.8,99.16,82.58,80.63,76.95,147.45,143.14,151.67,131.72,151.23,146.27,154.04,164.9,153.79,144.22,279.66,246.94,236.09,244.18,227.3,233.63,215.68,227.84,221.85,228.12,481.95,385.24,381.4,410.06,397.66,424.34,433.5,384.25,387.58,390.16,632.81,650.35,631.89,649.83,578.42,622.16,695.71,656.22,661.39,663.64,1258.47,1168.57,1064.03,1172.68,951.07,1111.31,1122.14,1060.1,1038.92,982.44,2275.47,1584.79,1711.36,1475.56,1597.98,1766.11,2004.38,1800.64,1706.67,1943.43,4319.62,2880.64,2853.69,3739.87,2887.1,3375.84,3254.66,3133.22,3161,2861.96,7369.47,7881.7,8511.5,7344.18,13343.6,12246,13520.66,11700.46,11205.79,9966.87
198907,13.26,16.31,21.33,25.4,22.31,24.93,21.52,25.8,23.14,20.42,75.75,78.97,77.57,82.89,82.09,81.82,82.15,77.45,79.98,77.38,133.91,139.44,143.02,146.02,145.1,140.38,152.75,140.06,142.38,144.76,241.8,247.7,237.1,223.38,248.59,252.23,249.8,239.33,249.74,242.21,419.39,405.48,388.96,417.21,396.59,412.09,403.28,412.3,398.82,414.76,714.21,654.95,636.42,665.62,651.92,636.73,663.47,635.58,664.91,654.26,1071.06,1050.13,1040.65,1065.09,1059.22,1078.77,1024.05,965.35,969.29,994.41,1610.56,1695.5,1749.29,1539.86,1853.21,1754.25,1758.56,1787.57,1803.47,1704.66,3335.11,3374.21,3262.09,2893.08,3109.51,2693.49,3085.04,3187.59,3191.68,3178,4743.12,7327.09,7323.27,6996.47,7606.5,17465.26,9920.59,11637.68,10479.27,12135.41
198908,13.55,16.68,22.05,26.45,23.06,26.29,22.37,26.74,24,21.84,77.49,81.32,79.16,86.34,83.39,85.63,84.37,81.53,81.61,81.11,139.96,145.94,148.9,151.85,147.22,148.51,159.54,148.25,150.24,153.5,252.21,260.34,245.51,232.02,256.69,259.09,258.14,250.85,266.42,247.01,443.56,422.55,403.34,435.99,428.63,434.34,422.64,427.78,410.48,419.95,676.42,688.06,672.52,689.52,676.26,635.75,721.93,675.32,700.47,667.66,1123.32,1100.36,1082.14,1119.61,1130.28,1158.06,1114.8,1010.77,1008.5,1067.48,1695.95,1830.54,1839.74,1604.34,2087.46,1899.17,1908.79,1909.82,1910.61,1830.44,3469.69,3565.96,3475.53,3132.67,3320.23,2869.97,3420.85,3495.29,3337.92,3580.02,5174.31,7968.01,7693.47,7627.49,8236.61,18767.33,10717.94,12570.22,11565.17,13670.72
198909,13.85,16.98,22.57,26.63,23.37,26.52,22.85,27.07,24.66,22.25,77.77,81.91,81.24,86.71,86.91,86.78,84.29,82.48,82.84,83.08,143.58,151.52,151.28,153.65,149.35,149.61,161.87,152.69,158.49,163.22,257.97,269.01,253.77,235.5,271.29,260.33,267.7,257.88,274.92,252.49,459.89,432.77,417.57,436.07,444.91,436.59,434.77,445.08,435.53,430.34,685.91,700.27,665.44,695.75,678.92,679.46,752.55,700.88,731.33,700.96,1108.79,1144.68,1098.7,1155.22,1176.07,1201.02,1169.46,1048.8,1033.29,1134.51,1759.08,1888,1854.63,1590.26,2093.91,1890.24,1979.74,1980.84,1965.47,1920.6,3633.89,3723.8,3636.6,3221.28,3259.85,3008.41,3574.03,3548.39,3472.91,3761.84,5079.81,7959.64,7878.33,7652.44,8398.57,18765.88,10880.21,12823.32,11663.66,13594.35
198910,13.97,16.81,22.48,26.48,23.15,26.42,22.73,26.75,24.47,22.97,79.88,81.52,79.59,87.11,87.23,87.53,83.25,84.66,82.18,83.45,141.44,146.61,153.79,153.67,150.44,149.55,167.94,152.24,161.17,162.25,268.87,267.55,250.95,238.17,270.01,265.89,275.72,257.99,277.63,256.77,418.52,425.1,395.99,432.87,447.18,411.01,437.54,447.17,443.14,445.92,692.26,687.13,669.99,683.76,660.82,677.72,758.55,708.68,722.36,668.38,1071.09,1137.83,1089.95,1125.36,1149.27,1176.16,1138.8,1047.09,1048.8,1128.3,1684.09,1933.9,1872.23,1585.69,2051.22,1815.59,1924.27,1941.85,1890.26,1928.43,3627.58,3640.98,3585.19,3187.27,3186.1,2958.57,3505.19,3507.17,3405.26,3870.44,4873.07,7891.66,7884.52,7818.25,8414.71,18495.31,10885.04,12907.79,11551.83,13945.49
198911,13.08,16.07,21.23,25.09,22.2,25.55,21.46,25.72,23,22.01,74.43,76.57,76.75,80.19,84.36,84.45,78.29,79,76.25,75.86,131.89,138.49,144.29,144.9,140.3,142.01,159.44,144.25,152.67,149.18,255.6,251.31,231.75,222.11,254.02,246.67,260.72,242.2,262.46,244.14,402.28,398.93,363.63,418.53,425.58,382.8,417.06,422.54,426.62,417.71,709.79,650.35,628.14,655.48,625.21,624.84,720.47,679.08,676.85,643.35,974.27,1101.77,1018.36,1060.22,1093.77,1139.67,1101.46,1018.66,1019.45,1093.78,1560.6,1902.46,1843.82,1556.67,1960.32,1750.52,1861.63,1811.09,1797.61,1743.66,3572.44,3560.39,3492.15,3133.16,3166.93,2801.89,3256.59,3253.9,3254.56,3505.4,4687.01,7773.52,7701.72,7884.53,8534.75,18167.94,10551.08,12715.03,11408.08,13823.99
198912,12.67,15.9,20.94,25.46,22.02,25.34,21.48,25.53,22.82,22.37,75.16,76.67,76.09,79.85,84.45,85.68,78.21,79.15,76.7,75.68,132.15,141.32,147.78,149,143.94,142.9,160.11,144.67,150.54,149.32,265.92,253.35,234.86,228,255.99,249.26,257.52,240.56,251.5,240.56,408.58,390.35,363.54,421.29,437.91,396.14,408.75,425.95,435.23,428.81,692.71,678.89,627.59,670.86,643.75,639.95,719.71,671.77,666.56,684.95,1097.11,1149.35,988.53,1062.19,1097.98,1157.03,1102.98,999,1019.24,1080.42,1581.12,1966.11,1935.02,1585.12,2018.04,1761.02,1889.68,1833.23,1789.21,1770.84,3785.19,3686.15,3528.83,3219.84,3164.32,2837.86,3235.18,3171.76,3226.57,3567.23,4669.29,7796.49,7955.7,8146.61,8886.16,18616.99,10759.53,13076.16,11585.27,13746.89
199001,12.41,15.64,20.61,25.23,21.79,25.36,21.68,25.18,22.67,22.73,74.76,77.21,75.95,78.74,84.83,85.72,75.72,78.66,76.7,75.83,134.05,142.72,148.95,145.99,141.28,145.31,160.05,145,151.95,149.04,265.02,249.42,246.78,232.64,256.04,245.14,249.15,239.43,247.09,244.63,403.98,381.18,348.3,418.31,445.02,400.54,399.8,436.77,428.83,418.14,670.48,684.86,630.37,684.64,645.98,651.89,729.66,676.24,655.5,664.24,974.18,1149.85,1045.26,1080.62,1130.75,1161.35,1133.74,1042.6,1027.47,1073.68,1594.06,1952.84,2019.78,1611.5,2076.96,1792.75,1908.61,1882,1823.16,1818.36,3821.6,3769.19,3672.69,3291.54,3271.2,2936.42,3275.32,3175.78,3214.43,3480.92,4441.88,7769.18,8049.07,8111.01,8954.9,19180.69,11421.37,13193.18,11822.88,14027.82
199002,11.89,15.2,18.85,23.38,20.27,23.75,20.33,23.43,20.5,20.94,68.62,70.83,70.39,73.16,80,76.67,70.57,69.39,68.73,65.2,122.13,131.68,135.79,134.66,129.19,130.35,145.34,132.16,138.35,131.14,237.87,232.65,226.65,214.68,232.19,223.6,227.97,215.02,226.38,224.44,376.74,332.81,316.23,378.09,411.35,365.08,364.17,401.25,380.98,367.84,565.59,650.56,562.89,636.99,607.7,603.28,673.48,614.61,568.35,666.68,846.97,1069.79,976.18,1006.76,1048.99,1098.73,1060.47,980.85,939.9,1002.46,1406.51,1789.77,1793.39,1479.77,1939.9,1613.34,1732.35,1726.85,1693.18,1670.74,3319.84,3580,3473.2,3027.78,3028.06,2644.43,2983.87,2889.03,3111,3173.43,4244,7378.44,7465.29,7493.77,8504.39,18035.3,10531.23,12340.27,11006.51,12774.7
199003,11.92,15.18,18.82,23.97,20.61,24.05,20.41,23.18,20.52,21.73,70.78,73.27,72,75.52,86.49,77.32,72.81,69.87,71.48,66.16,124.51,140.07,140.67,139.98,134.17,134.82,152.4,139.17,142.93,135.24,242.88,236.26,234.74,219.78,236.64,228.17,232.97,216.77,232.15,231.44,403.76,340.16,329.6,380.96,417.18,353.93,367.83,406.04,395.88,380.92,613.53,657.88,560.85,640.46,624.58,617.21,679.9,628.48,595.27,672.52,829.93,1094.18,977.8,1021.2,1073.62,1112.65,1073.92,985.05,951.63,1008.88,1389.65,1840.53,1782.03,1510.43,1985.93,1630.32,1746.97,1770.78,1731.07,1719.36,3500.05,3663.81,3475.69,3133.05,3015.67,2646.62,3067.71,2877.85,3184.37,3265.23,4314.88,7409.09,7551.07,7728.98,8520.27,18333.16,10468.9,12445.32,11105.62,12765.85
199004,12.45,15.35,19.18,25.04,20.9,25.2,21.23,23.87,21.11,22.48,72.44,78.59,73.07,75.05,89.05,81.52,75.1,71.32,73.51,71.63,127.85,144.92,147.77,148.08,138.98,144.62,160.28,149.39,150.63,145.89,246.16,244.3,245.92,228.06,246.03,234.63,241.02,229.09,242.27,239.91,411.48,344.45,343.26,397.3,445.38,365.68,373.58,418.78,403.7,401.44,637.56,664.1,562.35,647.31,626.85,625.35,708.7,649.88,604.72,703.33,841.46,1119.02,1000.91,1040.1,1115.04,1162.14,1136.82,1022.2,982.97,1039.46,1392.87,1864.73,1779.78,1484.99,1967.75,1748.44,1811.83,1826.26,1779.78,1680.01,3534.48,3696.51,3389.37,3088.66,3021.16,2703.78,3114.45,2918.77,3205.28,3315.45,4179.03,7373.02,7639.92,7532.01,8653.22,18674.3,10809.95,12739.71,11526.81,13270.6
199005,12.24,14.97,18.87,25.02,20.63,24.94,21.06,23.47,20.5,22.73,69.63,74.41,69.5,73.26,88.56,78.62,71.9,71.45,72.4,66.95,121.23,139.38,145.43,147.45,137.62,142.66,158.34,148.96,145.49,142.69,245.11,232.69,234.34,215.62,234.83,222.15,220.34,220.54,236.86,226.63,404.74,330.33,324.12,377.22,427.57,356.35,363.21,400.81,392.36,390.94,581.69,635.68,531.18,616.71,602.22,603.74,683.87,638.58,591.33,672.57,788.39,998.55,938.86,987.52,1051.9,1108.16,1112.92,964.33,967.56,950.32,1289.08,1803.43,1701,1412.21,1847.55,1653.35,1739.16,1770.46,1714.82,1577.32,3186.67,3555.45,3238.78,2911.2,2801.28,2565.74,3012.25,2767.95,3071.43,3350.65,4297.16,7078.39,7265.73,7140.94,8365.07,18641.63,10383.24,12439.03,11465.69,13232.49
199006,13.17,15.62,20,26.4,21.44,26.96,22.57,25.11,21.42,24.32,75.9,79.44,73.59,78.56,97.3,86.23,77.17,73.9,77.34,71.64,129.67,144.83,156.24,161.92,145.42,151.02,172.78,158.69,162.31,163.95,274.22,248.79,251.65,226.53,239.61,238.94,233.4,242.25,248.17,245.76,407.21,347.33,351.07,404.18,456.77,390.9,383.15,429.4,417.01,415.9,664.75,687.36,575.03,642.89,660.48,657.67,677.73,712.51,644.7,703.97,910.13,1080.03,1049.34,1067.38,1142.65,1210.87,1165.73,1064.86,1056.96,1034.48,1394.26,1957.2,1821.11,1483.47,1935.22,1780.6,1943.8,1952.73,1803.66,1745.52,3509.75,3813.72,3381.74,3174.62,3056.76,2749.14,3254.99,3059.56,3368.92,3724.16,4760.84,7539.97,7918.13,7847.2,9039.69,20198.95,11255,13728.15,12604.61,14426.15
199007,11.28,17.22,17.59,18,20.18,18.82,21.69,22.07,22.4,16.74,71.97,72.11,72.64,72.95,78.62,71.72,74.03,72.51,73.65,69.09,136,139.42,141.22,140.78,137.83,146.33,143.33,149.49,135.48,136.75,238.74,230.81,241.19,249.45,235.21,235.1,245.95,238.21,243.77,248.66,366.79,384.06,386.15,413.47,395.79,395.3,380.9,401.48,406.68,379.39,580.51,647.27,661.09,665.94,641.14,587.99,645.57,627.19,669.17,616.02,1063.91,1088.93,1021.72,1012.76,1017.23,1077.86,991.86,1004.62,1049.61,1012.59,1819.14,1628.32,1826.28,1778.19,1689.61,1810.87,1667.34,1762.03,1781.23,1813.7,2911.58,3059.67,3169.79,3514.18,3155.16,2884.57,3162.25,3230.77,3371.4,3529.94,6568.63,6516.88,10606.34,10088.94,6767.52,15466.86,18099.36,13422.25,11774.68,14132.53
199008,10.92,16.42,17.28,17.65,19.47,18.28,21.26,22.03,21.42,15.84,67.96,70.99,69.4,69.36,75.2,68.93,71.11,67.49,67.07,66.46,125.65,134.68,139.34,134.28,132.44,141.77,136.11,143.64,125.81,131.89,220.33,225.74,228.85,240.37,232.26,228.26,238.12,225.41,230.81,227.99,344.67,360.75,376.53,396.17,390.57,382.91,359.81,397.41,398.44,368.58,525.68,622,635.16,646.62,652.52,570.36,628.8,608.25,624.3,580.39,927.41,1050.57,987.44,996.02,1029.37,1039.45,941.15,1000.86,989.02,1026.91,1762.8,1644.69,1778.47,1757.01,1687.96,1760.3,1584.09,1697.06,1708.84,1799.21,2803,2978.72,3109.65,3516.13,3131.03,2811.24,3082.69,3201.9,3185.24,3394.45,6982.04,6357.31,11111.49,10266.45,7000.41,15613.2,18106.09,13262.99,11482.18,14087.29
199009,9.42,14.43,15.73,15.52,17.11,16.34,18.24,18.45,18.05,13.64,57.16,60.81,60.84,59.7,66.12,57.46,61.93,57.04,56.31,56.6,104.65,114.97,125.13,121.41,116.15,121.9,113.1,124.29,105.34,113.24,183.36,194.87,202.66,212.71,202.54,203.78,211.69,197.9,199.47,194.59,293.45,302.19,331.4,357.02,337.78,340.93,325.74,339.97,335.52,314.17,433.67,564.59,575.02,591.97,581.78,515.8,561.48,527.03,556.77,477.97,777.04,964.29,901.61,879.77,945.15,916.74,805.62,895.43,867.38,903.84,1542.09,1496.99,1590.42,1651.22,1501.82,1551.8,1418.73,1527.8,1536.47,1582.33,2498.41,2709.42,2751.42,3222.34,2868.94,2520.68,2797.55,2921.54,2890.37,2927.3,6017.42,5662.01,10385.47,9299.83,6380.97,14417.37,16504.95,11783.99,10544.84,12919.53
199010,8.59,13.42,14.42,14.56,16.05,15.04,17.29,16.97,16.49,12.34,52.21,55.24,55.28,56.65,60.14,52.01,55.84,50.28,51.44,48.6,91.68,106.51,114.51,118.01,109.37,113.85,94.98,110.76,94.82,101.23,157.29,177.59,183.83,201.35,188.4,182.26,196.53,174.93,182.7,169.15,254.19,265.48,314,333.17,322.32,302.39,285.45,305.94,293.26,290.95,405.69,512.89,567.93,567.44,558.33,496.49,533.49,464.89,495.35,407.84,672.4,887.39,849.79,836.58,926.13,835.41,726.49,853.59,813.75,860.72,1459.59,1394.65,1415.85,1604.19,1405.46,1401.07,1336.27,1382.96,1383.89,1447.27,2305.69,2536.71,2653.03,2948.96,2668.41,2269.3,2612.68,2694.62,2761.67,2775.52,6040.39,5069.71,9776.7,8718.17,6159.08,14316.82,16192.92,11087.96,9955.03,12288.86
199011,7.98,12.58,13.52,13.54,14.82,14.47,16.03,15.77,16.02,11.64,47.09,51.38,52.4,50.44,58.11,50.5,52.05,45.05,46.77,46.6,84.38,95.61,107.56,109.71,106.45,109.66,90.34,103.25,90.98,93.34,140.49,159.2,169.85,194.57,183.42,175.07,189.02,168.57,167.16,163.01,245.54,234.67,291.45,313.46,300.63,269.88,263.63,301.18,276.37,277.23,378.53,494.44,542.23,560,517.84,466.32,524.17,452.78,477.94,391.14,659.47,876.64,846.68,811.69,894.98,800.85,714.17,815.86,758.47,820.89,1332.42,1341.76,1338.46,1562.36,1463.74,1389.27,1274.18,1385.67,1297.01,1379.06,2188.8,2365.57,2709.03,2896.45,2685.24,2268.51,2524.32,2578.12,2630.76,2729.09,6729.4,4957.4,9216.92,8914.4,6249.22,14150.72,15946.78,11035.55,10206.19,12623.17
199012,8.04,12.81,13.59,13.98,15.34,14.96,16.16,16.38,16.46,12.06,49,53.47,55.66,53.54,59.38,51.05,54.84,48.27,48.95,49.74,91.97,106.82,112.47,109.72,110.51,118.72,100.69,111.23,97.85,106.24,148.47,160.66,185,214.36,198.33,191.09,203.95,180.82,177.42,171.8,278.12,252.29,314.04,331.82,323.68,294.52,292.5,331.8,299.22,304.29,456.44,512.55,590.05,578.22,557.8,507.43,565.36,485.77,554.79,425.04,743.37,900.83,881.94,876.41,965.83,873.85,775.81,882.81,846.05,887.89,1427.95,1383.81,1423.15,1645.21,1593.18,1536.01,1389.78,1544.84,1367.2,1572.72,2847.55,2535.25,2892.33,3130.23,2871.89,2486.99,2781.48,2850.19,2923.28,2964.34,7464.36,5410.8,9974.29,9297.86,6657.42,14566.68,16663.08,11618.84,10714.98,13363.73
199101,7.83,12.81,13.59,13.83,15.73,14.88,16.61,16.72,16.68,12.39,49.07,55,56.39,52.84,59.78,53.08,53.77,49.65,52.18,51.31,92.63,110.58,115.19,114.83,114.63,126.65,103.01,111.38,104.19,107.86,154.08,160.46,194.83,216.77,213.13,203,214.26,196.18,184.56,186.07,282.96,256.22,327.81,339.18,329.28,309.26,306.58,347.37,319.1,326.62,476.9,530.71,586.59,598.32,594.66,534.43,577.27,520.78,563.17,473.37,726.94,909.21,921.65,935.18,961.16,926.62,805.62,927.34,898.37,931.86,1510.81,1410.26,1433.39,1648.71,1612.03,1631.5,1458.81,1592.27,1413.97,1665.33,3144.86,2546.62,2943.25,3102.31,2919.57,2545.07,2876.07,2968.32,3235.06,2976.98,8153.37,5472.52,10071.21,9494.28,6802,14899.04,16758.59,11786.43,10977.14,13877.65
199102,8.63,13.75,14.55,14.44,17.33,16.33,18.17,18.01,18.64,13.31,53.43,59.33,61.83,56.59,66.14,60.01,60.35,52.51,57.36,57.51,102.39,119.53,120.65,120.09,118.69,137.65,113.56,119.21,116.88,117.97,182.79,166.96,207.23,232.55,230.16,217.68,222.85,206.65,202,202.6,298.97,279.19,339.69,347.99,368.56,357.36,336.68,371.72,352.49,375.54,499.36,549.48,637.7,612.5,616.33,585.12,641.38,553.02,611.17,540.78,788.77,1012.08,975.64,958.08,980.4,1018.73,847.79,986.67,993.61,994.99,1481.09,1450.23,1490.07,1663.46,1676.69,1708.3,1503.78,1786.12,1482.37,1817.89,3387.81,2673.04,2996.66,3216.68,3051.23,2713.09,3154.38,3216.3,3402.67,3184.9,8360.08,5872.9,10276.23,9609.99,6985.39,15047.52,17498.41,12006.77,11772.97,14542.21
199103,10.14,15.02,16.14,16,19.34,18.03,20.12,20.52,21.51,15.37,61.64,66.09,67.97,62.61,75.42,66.33,66.11,61.85,62.44,64.89,120.76,133.8,131.49,130.17,124.59,148.94,124.94,132.89,128.51,130.46,197.07,194.11,229.95,255.05,246.13,240.25,245.43,228.48,231.4,226.34,349.54,299.88,380.22,381.99,396.22,389.2,372.75,415.07,385.87,402.91,560.15,591.02,655.63,658.27,666.16,616.86,699.04,603.12,662.14,599.03,859.2,1121.02,1033.58,1047.89,1072.97,1097.76,950.4,1094.01,1068.1,1095.75,1589.52,1568.53,1626.01,1740.21,1740.03,1794.2,1621.06,1901.13,1636.9,1963.06,3873.67,2882.21,3168.04,3472.28,3307.03,2911.69,3394.76,3267.84,3693.98,3447.87,8474.92,6245.9,10565.8,10235.99,7460.44,15693.02,18269.05,12783.38,12484.52,15957.83
199104,11.35,16.73,17.45,17.23,20.99,19.3,21.63,22.54,23.75,17.75,66.27,70.93,73.27,65.18,79.84,71.11,67.86,64.67,66.16,72.22,135.27,138.06,135.4,138.9,132.34,158.8,130.62,140.87,136.53,143.82,223.24,197.93,239.75,264.81,266.74,257.32,249.84,239.86,237.6,244.54,382.08,331.48,393.4,391.92,411.8,422.2,400.89,434.65,407.43,417.32,590.7,607.79,688.25,675.96,678.7,643.34,741.23,626.27,694.33,640.47,831.59,1175.32,1066.79,1061.35,1133.51,1142.66,964.74,1140.01,1084.7,1149,1623.4,1617.08,1701.16,1747.96,1827.72,1889.75,1679.51,2044.95,1671.41,1977.06,4539.12,2977.4,3179.37,3493.53,3384.26,2959.32,3461.7,3391.41,3822.86,3548.87,8589.75,6416.17,10570.04,10215.21,7468.96,16105.82,18211.16,12912.85,13111.52,16506.01
199105,11.78,17.11,18.12,17.21,21.42,19.41,22.15,22.62,25.01,18.4,66.54,68.9,72.78,66.23,78.02,71.89,67.39,64.03,67.2,73.25,132.24,136.47,134.1,138.88,135.68,158.32,129.81,145.96,135.71,143.57,210.01,198.86,242.74,270.67,263.72,249.14,264.71,233.86,245.73,252.15,363.78,331.06,412.31,400.32,408.92,426.02,415.28,430.47,410.25,425.69,542.37,591.37,675.26,679.39,692.71,659.07,733.08,631.83,726.18,615,848.88,1122.3,1054.66,1026.94,1127.85,1144.04,968.05,1153,1086.18,1157.86,1606.04,1643.59,1699.79,1803.46,1857.48,1858.8,1715.99,2031.21,1755.59,2034.54,4760.76,2879.84,3242.38,3463.49,3443,2926.92,3519.98,3487.76,3907.21,3708.42,9485.47,6517.53,10600.47,10035.54,7542.75,16156.08,17829.7,12877.18,12903.45,16554.38
